ST	aspA	glnA	gltA	glyA	pgm	tkt	uncA	clonal_complex
9952	2	1	2	26	127	29	35	
9953	8	61	80	144	220	772	533	
9954	8	71	5	62	11	67	6	
9955	9	53	2	10	13	3	3	ST-574 complex
9956	2	609	12	3	11	3	5	
9957	7	23	163	496	409	1	6	
9958	14	21	2	10	127	289	6	
9959	37	367	292	28	127	25	541	
9960	2	1	42	3	2	3	5	ST-21 complex
9961	14	21	2	212	86	3	6	
9962	437	526	2	5	10	3	1	ST-464 complex
9963	124	39	30	82	113	43	17	ST-828 complex
9964	2	61	4	64	141	7	6	ST-1034 complex
9965	7	36	5	10	11	37	1	
9966	8	2	2	212	153	253	660	
9967	9	17	2	2	153	3	1	ST-464 complex
9968	7	15	57	10	550	34	35	
9969	33	39	65	375	113	47	17	
9970	2	17	52	3	2	732	5	ST-21 complex
9971	1	685	6	4	3	3	3	ST-22 complex
9972	1	2	42	4	1025	9	467	ST-42 complex
9973	2	17	2	3	2	1	661	ST-21 complex
9974	32	39	30	82	1029	47	139	
9975	7	71	5	62	1028	67	26	
9976	33	39	631	544	104	43	17	ST-828 complex
9977	33	284	30	140	104	43	17	ST-828 complex
9978	33	732	30	82	113	332	17	ST-828 complex
9979	32	39	30	544	1026	43	17	ST-828 complex
9980	8	10	2	2	153	12	6	ST-354 complex
9981	2	1	45	3	2	3	5	ST-21 complex
9982	4	7	10	4	127	800	1	ST-45 complex
9983	2	61	4	64	982	7	23	ST-1034 complex
9984	37	17	52	470	11	407	23	
9985	8	23	163	496	89	3	6	
9986	180	194	2	821	19	231	147	
9987	33	39	30	140	113	44	17	ST-828 complex
9988	2	734	1	3	22	1	5	ST-21 complex
9989	32	39	30	823	104	43	36	ST-828 complex
9990	14	17	2	2	11	3	6	ST-353 complex
9991	9	2	2	6	11	133	6	
9992	7	2	358	2	956	3	1	ST-464 complex
9993	2	1	1	3	1030	1	5	ST-21 complex
9994	24	2	2	15	11	3	1	ST-464 complex
9995	24	2	288	72	10	405	6	
9996	9	17	2	10	11	59	3	ST-574 complex
9997	9	17	21	681	11	3	3	
9998	67	1	2	2	11	1	6	ST-354 complex
9999	8	2	2	212	11	806	147	
10000	7	17	2	15	23	805	12	ST-443 complex
10001	37	367	632	28	127	29	541	
10002	24	2	2	2	10	3	662	ST-464 complex
10003	2	10	57	1	11	7	1	
10004	4	338	10	62	11	1	1	
10005	2	2	10	2	2	3	1	ST-464 complex
10006	24	17	6	812	11	3	1	
10007	24	21	5	2	10	1	6	ST-353 complex
10008	24	724	2	3	23	3	12	ST-443 complex
10009	6	1	2	2	11	12	1	ST-354 complex
10010	7	10	2	2	11	12	6	ST-354 complex
10011	24	1	5	10	11	395	6	ST-49 complex
10012	24	17	2	2	2	1	1	ST-464 complex
10013	24	17	12	2	2	3	6	ST-353 complex
10014	2	1	12	3	89	1	1	ST-21 complex
10015	534	1	12	3	2	1	5	ST-21 complex
10016	24	2	2	2	23	1	1	ST-464 complex
10017	7	4	619	2	11	1	5	ST-48 complex
10018	533	10	2	2	11	12	6	ST-354 complex
10019	7	78	42	4	11	787	8	
10020	7	17	52	10	440	3	6	ST-353 complex
10021	2	2	2	10	1031	59	5	
10022	2	2	5	400	11	1	5	ST-206 complex
10023	2	4	5	2	11	1	5	ST-48 complex
10024	2	15	4	64	90	34	35	
10025	2	17	5	2	23	59	6	ST-353 complex
10026	2	28	4	762	363	25	35	
10027	2	61	1	5	2	1	5	ST-21 complex
10028	7	2	5	740	10	3	6	ST-353 complex
10029	7	28	4	28	58	99	35	ST-573 complex
10030	7	61	5	3	154	25	23	
10031	7	195	103	140	188	164	79	ST-1150 complex
10032	8	17	2	732	10	59	6	
10033	9	2	2	15	11	5	6	ST-257 complex
10034	9	25	4	28	363	99	35	
10035	18	89	77	98	138	17	16	ST-952 complex
10036	22	1	4	26	363	3	6	
10037	22	28	2	28	363	99	35	
10038	22	28	353	28	890	99	35	
10039	24	27	59	19	10	5	7	ST-403 complex
10040	32	39	30	82	104	117	17	ST-828 complex
10041	33	39	30	82	113	214	36	ST-828 complex
10042	33	39	30	677	113	206	17	ST-828 complex
10043	33	39	65	140	113	43	17	ST-828 complex
10044	33	66	30	79	113	47	17	
10045	62	4	5	2	366	1	5	ST-48 complex
10046	62	25	5	2	2	1	5	ST-206 complex
10047	69	61	61	6	97	89	48	
10048	292	39	30	79	113	43	17	ST-828 complex
10049	292	66	30	79	113	47	17	
10050	8	61	12	496	188	25	6	
10051	37	663	292	26	485	29	23	ST-692 complex
10052	2	486	4	28	129	25	23	ST-1034 complex
10053	7	17	2	10	11	25	12	ST-574 complex
10054	2	500	29	48	220	99	287	ST-702 complex
10055	8	59	29	64	470	407	1	
10056	8	52	225	28	129	25	23	
10057	8	364	2	64	694	99	3	
10058	7	592	59	19	10	5	7	ST-403 complex
10059	7	17	358	2	22	3	6	ST-353 complex
10060	4	52	4	4	42	25	1	
10061	8	348	4	26	74	546	23	
10062	32	39	30	79	113	47	139	
10063	33	42	30	82	113	35	17	ST-828 complex
10064	8	17	2	153	11	12	6	ST-354 complex
10065	18	2	22	104	115	86	31	
10066	1	2	3	62	5	9	3	ST-42 complex
10067	121	211	633	701	829	208	663	
10068	2	25	5	2	7	3	5	ST-48 complex
10069	7	311	5	2	156	3	6	ST-353 complex
10070	7	17	5	2	13	3	531	ST-353 complex
10071	33	39	30	82	104	43	406	ST-828 complex
10072	33	39	30	82	104	455	17	ST-828 complex
10073	4	28	120	28	571	3	23	
10074	2	115	57	26	74	29	35	
10075	7	4	5	3	2	1	5	ST-21 complex
10076	7	2	358	2	127	3	1	ST-464 complex
10077	53	38	30	82	118	71	36	
10078	33	39	30	82	118	332	17	ST-828 complex
10079	53	38	30	82	118	117	36	
10080	9	53	2	82	118	3	3	ST-574 complex
10081	7	490	292	26	23	29	412	
10082	8	455	291	668	127	24	147	
10083	7	53	5	2	11	1	5	
10084	7	455	5	2	11	1	5	
10085	9	455	5	10	11	3	3	ST-574 complex
10086	37	490	292	26	23	29	412	
10087	8	490	4	668	127	24	19	
10088	33	176	30	115	1033	43	17	ST-828 complex
10089	9	2	4	62	1034	5	6	ST-257 complex
10090	9	736	4	62	4	5	6	ST-257 complex
10091	64	89	77	98	122	103	16	ST-952 complex
10092	64	19	312	351	144	101	16	
10093	64	22	68	104	122	103	16	
10094	64	22	112	100	134	160	16	
10095	18	89	20	98	122	86	16	ST-952 complex
10096	64	22	212	189	134	301	16	
10097	64	22	310	825	134	101	16	
10098	18	235	164	100	138	114	6	
10099	64	22	22	98	652	270	60	
10100	64	33	20	181	122	355	16	
10101	64	22	203	351	514	54	16	
10102	64	22	203	100	134	160	60	
10103	18	33	22	98	138	17	16	
10104	216	670	72	100	134	103	394	
10105	18	33	72	325	116	86	6	
10106	64	735	78	230	138	17	16	
10107	18	33	77	143	122	233	16	ST-952 complex
10108	64	33	78	345	138	17	16	
10109	102	22	102	100	134	103	16	
10110	64	105	203	824	134	94	16	
10111	18	89	77	98	122	378	16	ST-952 complex
10112	109	22	20	100	134	804	16	
10113	18	89	71	98	122	7	16	ST-952 complex
10114	64	89	112	100	134	160	16	
10115	2	1	2	10	2	3	5	ST-21 complex
10116	6	4	30	82	113	1	5	
10117	33	39	30	82	113	35	84	ST-828 complex
10118	8	1	29	28	1032	3	35	
10119	33	39	30	82	113	43	84	ST-828 complex
10120	33	737	44	82	189	44	17	
10121	537	1	5	3	2	5	5	ST-21 complex
10122	538	45	2	4	6	3	17	ST-61 complex
10123	7	2	5	10	19	3	1	ST-607 complex
10124	4	7	593	4	42	7	1	ST-45 complex
10125	2	173	12	3	2	1	5	ST-21 complex
10126	7	71	5	10	11	739	6	
10127	9	2	4	62	4	747	6	ST-257 complex
10128	539	17	5	2	2	3	26	ST-353 complex
10129	2	52	57	27	107	25	23	
10130	14	2	2	10	86	3	6	ST-52 complex
10131	7	172	21	49	936	224	665	
10132	8	1	5	826	2	3	5	
10133	2	1	12	772	2	1	5	ST-21 complex
10134	104	7	10	4	909	7	1	ST-45 complex
10135	10	738	105	62	120	76	1	
10136	4	7	10	4	953	7	1	ST-45 complex
10137	1	4	2	71	6	3	17	ST-61 complex
10138	2	739	5	3	2	1	5	ST-21 complex
10139	17	7	10	4	1	7	1	ST-45 complex
10140	2	312	1	3	2	1	5	ST-21 complex
10141	224	38	44	82	113	85	36	
10142	33	38	44	82	104	85	36	
10143	7	77	5	2	119	3	6	ST-353 complex
10144	33	39	65	79	188	47	17	
10145	33	39	30	82	104	746	17	ST-828 complex
10146	18	70	22	18	134	74	47	
10147	429	712	609	612	1035	280	667	
10148	130	86	87	612	871	129	465	
10149	121	633	175	692	829	576	545	
10150	33	39	65	79	113	85	17	
10151	2	110	30	79	188	164	79	
10152	18	22	78	18	134	86	47	
10153	121	691	575	797	985	482	638	
10154	224	38	44	82	104	85	36	
10155	7	71	5	62	11	739	614	
10156	33	110	30	79	188	47	17	
10157	2	110	30	82	188	164	17	
10158	33	110	30	82	104	44	17	ST-828 complex
10159	123	166	144	262	230	191	121	
10160	53	38	30	81	118	323	36	
10161	32	39	30	82	188	43	139	ST-828 complex
10162	128	729	199	818	1016	799	656	
10163	128	433	366	486	707	501	173	
10164	33	740	30	79	104	56	17	ST-828 complex
10165	540	633	378	500	630	208	377	
10166	33	39	65	79	113	47	668	
10167	33	153	30	828	104	47	17	ST-828 complex
10168	147	743	159	215	820	509	367	
10169	33	741	30	82	113	47	17	ST-828 complex
10170	121	91	635	829	556	208	324	
10171	33	39	30	79	1037	43	17	ST-828 complex
10172	33	39	30	79	1039	85	17	ST-828 complex
10173	147	742	605	434	556	482	324	
10174	33	38	30	82	1038	43	17	ST-828 complex
10175	33	39	30	79	1038	206	17	ST-828 complex
10176	33	39	30	827	104	47	17	ST-828 complex
10177	2	59	4	49	131	24	57	
10178	27	33	22	49	131	20	31	ST-1275 complex
10179	1	671	29	2	40	808	3	ST-179 complex
10180	114	195	103	140	188	43	79	ST-1150 complex
10181	114	195	103	115	459	164	669	
10182	114	195	103	140	459	164	17	
10183	114	110	30	140	104	625	79	
10184	114	110	103	140	1041	164	342	
10185	265	195	103	140	113	164	79	
10186	541	195	30	140	1041	164	79	
10187	2	195	103	140	459	164	79	
10188	103	195	103	79	113	164	120	
10189	32	39	30	82	104	207	36	ST-828 complex
10190	33	39	30	79	104	35	670	ST-828 complex
10191	210	701	636	830	614	241	598	
10192	542	4	5	2	2	1	5	ST-206 complex
10193	2	4	5	10	2	1	5	ST-206 complex
10194	114	195	103	140	1040	164	120	
10195	33	39	65	140	189	43	17	ST-828 complex
10196	2	4	1	4	19	62	673	ST-658 complex
10197	7	309	5	2	11	3	6	ST-353 complex
10198	7	17	5	831	10	3	6	ST-353 complex
10199	2	10	4	28	1042	12	35	ST-433 complex
10200	24	22	79	15	23	3	12	ST-443 complex
10201	33	39	30	82	104	56	36	ST-828 complex
10202	33	38	30	78	104	35	671	
10203	103	110	103	350	210	809	79	ST-1150 complex
10204	121	446	637	182	1043	208	672	
10205	4	1	2	1	1044	5	6	
10206	4	744	5	1	7	3	6	
10207	7	17	12	2	11	3	26	ST-353 complex
10208	2	1	1	2	119	3	5	ST-21 complex
10209	24	2	1	2	1044	7	1	ST-464 complex
10210	37	745	4	28	945	3	23	
10211	1	671	29	2	40	32	3	ST-179 complex
10212	15	22	78	18	913	86	188	
10213	76	2	78	18	138	715	31	
10214	216	22	78	100	885	86	188	
10215	24	2	213	72	22	3	6	
10216	64	93	72	18	175	86	6	
10217	1	70	164	18	115	810	47	
10218	1	746	2	2	6	3	17	ST-61 complex
10219	2	1	1	3	2	1	674	ST-21 complex
10220	1	6	61	147	40	180	3	ST-179 complex
10221	7	17	5	2	167	3	6	ST-353 complex
10222	2	1	2	3	2	9	5	ST-21 complex
10223	33	38	30	167	104	35	68	
10224	7	84	5	10	119	811	26	
10225	7	17	52	10	1045	3	6	ST-353 complex
10226	1	31	29	176	1046	32	3	
10227	1	2	23	27	5	9	3	ST-42 complex
10228	1	3	6	832	3	3	3	ST-22 complex
10229	7	17	2	15	26	3	12	ST-443 complex
10230	24	24	420	2	11	59	6	ST-460 complex
10231	79	17	2	337	23	2	12	ST-443 complex
10232	47	747	5	10	11	61	8	ST-446 complex
10233	180	654	2	213	19	812	147	
10234	247	748	30	82	113	47	17	
10235	7	17	5	10	11	177	6	ST-353 complex
10236	103	110	30	833	113	164	79	
10237	8	17	2	2	11	3	6	ST-354 complex
10238	103	110	30	833	11	1	79	
10239	103	110	103	82	113	164	120	
10240	103	110	103	140	764	164	79	ST-1150 complex
10241	2	2	2	2	11	5	237	
10242	22	490	292	26	23	34	412	
10243	22	490	163	26	694	29	412	
10244	7	114	12	372	2	3	6	
10245	83	84	1	10	1049	3	46	
10246	7	17	5	121	11	177	6	ST-353 complex
10247	478	215	172	239	283	818	573	
10248	33	110	30	158	113	47	17	
10249	4	112	5	62	11	67	6	
10250	33	39	30	158	113	47	17	ST-828 complex
10251	1	2	42	4	11	9	675	ST-42 complex
10252	103	110	30	833	1048	164	120	
10253	2	4	5	68	1050	3	5	
10254	8	17	2	2	1051	12	6	ST-354 complex
10255	2	2	42	4	1052	25	8	
10256	8	17	2	2	1053	3	6	ST-353 complex
10257	103	110	30	833	113	1	79	
10258	103	110	30	833	1054	164	79	
10259	103	110	30	833	1048	1	79	
10260	33	39	30	78	113	56	17	ST-828 complex
10261	7	84	5	2	2	203	6	ST-353 complex
10262	123	167	639	204	233	819	123	
10263	123	751	640	367	1059	820	677	
10264	123	752	195	182	1060	821	672	
10265	103	110	103	140	1048	164	79	ST-1150 complex
10266	247	748	30	82	189	47	17	
10267	2	1	4	28	321	25	58	ST-1332 complex
10268	1	2	42	4	2	25	59	
10269	7	198	5	2	10	3	6	ST-353 complex
10270	16	2	642	62	3	9	8	ST-41 complex
10271	7	2	2	2	10	289	1	ST-464 complex
10272	10	1	59	836	10	5	7	ST-403 complex
10273	1	4	2	2	1064	3	17	ST-61 complex
10274	103	110	103	833	11	1	79	ST-1150 complex
10275	2	1	1	3	714	1	5	ST-21 complex
10276	19	24	23	837	397	16	15	
10277	9	2	5	10	350	3	3	
10278	1	2	3	27	5	9	679	ST-42 complex
10279	8	2	5	53	1055	3	105	ST-607 complex
10280	22	146	4	38	40	68	35	
10281	2	1	1	3	1062	1	5	ST-21 complex
10282	19	24	23	20	26	16	678	
10283	83	17	2	15	23	3	12	ST-443 complex
10284	6	4	5	2	2	1	59	
10285	1	374	2	2	6	3	17	ST-61 complex
10286	1	4	641	2	6	3	17	ST-61 complex
10287	10	27	16	19	10	823	7	ST-403 complex
10288	24	2	5	10	10	120	6	
10289	17	2	8	835	8	2	4	ST-177 complex
10290	1	2	3	3	6	9	3	ST-42 complex
10291	545	4	1	2	7	51	5	ST-48 complex
10292	64	22	68	98	410	103	16	
10293	37	4	4	48	1063	555	57	
10294	441	39	30	82	113	47	17	ST-828 complex
10295	33	110	30	82	113	631	17	ST-828 complex
10296	2	59	4	105	1061	822	23	
10297	2	15	4	49	2	25	23	ST-1034 complex
10298	2	17	643	3	2	1	5	ST-21 complex
10299	103	110	103	833	1056	815	74	
10300	7	112	42	62	440	67	6	
10301	103	110	103	833	113	3	79	ST-1150 complex
10302	7	257	29	28	11	57	57	
10303	24	30	5	2	153	3	6	ST-353 complex
10304	32	39	65	82	113	287	17	
10305	32	38	30	82	118	44	17	
10306	2	1	5	25	10	203	5	
10307	53	153	44	82	104	44	36	
10308	33	176	30	82	113	35	17	ST-828 complex
10309	9	490	292	26	153	29	412	
10310	9	114	2	2	11	3	3	ST-574 complex
10311	2	4	5	25	1057	203	5	
10312	8	250	292	48	470	99	329	
10313	8	364	80	64	470	25	6	
10314	8	61	80	64	470	99	6	
10315	7	84	5	2	11	3	6	ST-353 complex
10316	544	538	638	601	730	816	464	
10317	8	620	57	28	127	668	23	
10318	37	490	2	26	23	24	412	
10319	33	754	44	82	118	35	36	
10320	7	17	52	2	22	3	1	ST-353 complex
10321	24	30	27	2	89	59	6	ST-460 complex
10322	33	153	30	82	104	824	36	ST-828 complex
10323	33	38	30	82	104	825	17	ST-828 complex
10324	33	38	30	79	1067	826	7	
10325	33	543	644	82	104	43	17	ST-828 complex
10326	10	27	59	19	1067	5	7	ST-403 complex
10327	33	39	30	82	104	117	681	ST-828 complex
10328	33	39	30	174	1068	43	17	ST-828 complex
10329	547	39	30	78	104	43	17	ST-828 complex
10330	548	38	30	82	104	47	17	ST-828 complex
10331	549	39	30	82	104	43	17	ST-828 complex
10332	33	38	30	79	104	826	17	ST-828 complex
10333	53	38	30	81	1069	71	36	
10334	33	38	30	82	1070	43	17	ST-828 complex
10335	24	2	2	2	1071	3	1	ST-464 complex
10336	64	255	105	18	25	160	16	
10337	1	2	276	47	449	369	1	
10338	33	39	65	82	104	35	325	ST-828 complex
10339	33	176	30	82	104	44	17	ST-828 complex
10340	33	39	133	82	113	43	17	ST-828 complex
10341	32	39	65	82	113	35	17	
10342	33	176	30	82	163	47	139	
10343	33	39	30	82	683	43	17	ST-828 complex
10344	33	284	30	79	104	47	17	ST-828 complex
10345	33	39	30	140	113	206	17	ST-828 complex
10346	9	10	2	2	11	5	6	ST-354 complex
10347	2	1	5	10	2	1	41	ST-21 complex
10348	7	17	5	2	11	232	1	ST-353 complex
10349	8	2	5	10	11	3	1	ST-607 complex
10350	9	2	2	10	22	3	6	ST-52 complex
10351	7	2	5	10	11	309	26	
10352	7	4	27	68	2	3	6	
10353	7	17	5	10	86	3	1	ST-353 complex
10354	67	17	5	2	10	3	6	ST-353 complex
10355	6	330	5	2	2	1	5	ST-206 complex
10356	7	17	5	2	10	3	257	ST-353 complex
10357	2	21	5	2	59	3	5	ST-206 complex
10358	7	1	5	2	11	1	5	
10359	8	17	5	2	13	3	6	ST-353 complex
10360	48	7	10	4	1	7	52	ST-45 complex
10361	8	17	2	2	23	12	6	ST-354 complex
10362	22	15	57	64	153	58	35	
10363	2	8	29	250	74	25	58	ST-1332 complex
10364	2	1	52	3	127	100	5	ST-21 complex
10365	180	31	68	286	101	377	3	
10366	7	2	5	53	11	59	1	ST-607 complex
10367	8	53	5	53	11	99	3	ST-607 complex
10368	18	70	22	18	2	74	47	
10369	1	1	2	2	225	1	17	ST-61 complex
10370	7	25	1	2	2	3	6	ST-353 complex
10371	55	172	21	49	10	83	51	
10372	7	17	512	2	22	3	6	ST-353 complex
10373	33	39	242	82	104	47	17	ST-828 complex
10374	2	1	1	3	140	3	3	ST-21 complex
10375	1	1	2	83	140	3	6	
10376	33	39	30	165	104	43	17	ST-828 complex
10377	9	112	5	62	11	67	6	
10378	8	2	2	212	309	12	147	
10380	1	1	1	3	140	3	5	ST-21 complex
10381	4	7	137	176	40	478	3	
10382	7	2	5	2	2	1	6	ST-353 complex
10383	180	7	2	62	4	231	147	
10384	2	220	5	10	167	256	5	
10385	103	753	30	79	189	168	79	
10386	19	1	1	3	2	1	5	ST-21 complex
10387	7	2	5	2	798	3	6	ST-353 complex
10388	7	17	5	68	11	1	6	ST-353 complex
10389	2	1	1	3	399	1	5	ST-21 complex
10390	8	2	5	53	11	59	105	ST-607 complex
10391	2	1	1	3	5	3	5	ST-21 complex
10392	33	39	30	82	113	219	17	ST-828 complex
10393	33	39	30	79	908	206	17	ST-828 complex
10394	8	2	5	2	11	3	105	ST-607 complex
10395	315	17	5	2	10	3	6	ST-353 complex
10396	2	2	3	3	5	9	3	ST-42 complex
10397	10	415	2	2	11	227	5	
10398	7	2	5	395	10	3	26	ST-353 complex
10399	24	2	2	25	10	3	1	ST-464 complex
10400	103	110	103	140	188	164	120	ST-1150 complex
10401	2	1	12	3	119	3	5	ST-21 complex
10402	103	110	37	140	188	168	79	ST-1150 complex
10403	103	110	30	79	189	168	79	
10404	2	4	1	341	7	1	5	ST-48 complex
10405	33	38	30	81	104	35	17	ST-828 complex
10406	2	1	269	3	140	3	5	ST-21 complex
10407	10	31	95	49	91	7	1	
10408	24	2	5	62	4	425	1	
10409	200	6	404	176	40	180	224	
10410	1	2	2	3	5	3	3	ST-42 complex
10411	14	17	5	2	89	3	6	ST-353 complex
10412	2	1	4	64	332	7	422	
10413	7	84	52	10	11	3	6	ST-574 complex
10414	3	470	2	2	11	11	6	ST-354 complex
10415	166	2	2	2	10	3	1	ST-464 complex
10416	2	4	5	4	19	3	6	ST-658 complex
10417	2	4	1	4	11	62	5	ST-48 complex
10418	4	7	137	4	10	7	1	ST-45 complex
10419	18	22	165	98	931	86	16	ST-952 complex
10420	2	1	12	2	2	577	5	ST-21 complex
10421	9	2	5	10	550	3	1	ST-607 complex
10422	1	6	61	176	40	180	224	
10423	7	2	2	212	11	253	147	
10424	431	2	2	2	11	3	1	ST-464 complex
10425	7	17	1	2	1065	3	1	ST-353 complex
10426	9	53	5	10	550	3	3	ST-574 complex
10427	7	2	27	2	156	3	6	ST-353 complex
10428	33	38	65	82	113	47	17	
10429	37	75	4	48	11	34	1	ST-661 complex
10430	1	6	137	176	10	478	3	
10431	546	2	2	3	11	3	1	ST-607 complex
10432	8	10	2	2	135	12	6	ST-354 complex
10433	9	17	2	2	11	12	70	ST-354 complex
10434	113	230	88	839	162	129	75	
10435	10	1	1	3	140	3	5	ST-21 complex
10436	4	6	137	176	1	478	3	
10437	7	114	16	2	13	3	70	
10438	550	39	30	79	113	44	17	
10439	2	52	29	48	126	99	23	ST-702 complex
10440	9	2	2	2	135	3	6	ST-52 complex
10441	2	17	12	2	907	59	6	
10442	2	4	95	68	11	12	5	
10443	2	10	5	133	19	3	6	ST-658 complex
10444	4	7	95	4	1	7	1	ST-45 complex
10445	118	39	30	79	152	47	17	
10446	4	43	10	4	1	7	1	ST-45 complex
10447	9	53	5	10	167	3	3	ST-574 complex
10448	181	53	2	53	312	762	3	
10449	7	84	5	10	119	307	26	
10450	2	4	1	2	7	100	5	ST-48 complex
10451	103	110	103	140	104	168	41	ST-1150 complex
10452	33	39	30	82	113	751	41	ST-828 complex
10453	2	1	52	3	89	100	5	ST-21 complex
10454	33	39	30	82	211	47	17	ST-828 complex
10455	2	1	2	4	10	3	6	ST-658 complex
10456	79	1	2	3	2	1	5	ST-21 complex
10457	7	2	5	10	11	3	1	ST-607 complex
10458	33	39	66	82	113	85	17	ST-828 complex
10459	103	110	30	140	189	164	79	ST-1150 complex
10460	33	39	122	79	113	47	17	
10461	2	403	29	64	90	407	35	
10462	32	39	30	82	113	47	325	
10463	8	2	2	10	238	384	147	
10464	9	53	2	53	90	3	3	ST-574 complex
10465	8	4	5	53	11	3	1	ST-607 complex
10466	1	3	3	3	5	9	3	ST-42 complex
10467	24	17	420	15	23	25	12	ST-443 complex
10468	10	35	2	2	674	3	6	
10469	33	39	30	82	596	47	17	ST-828 complex
10470	7	2	5	2	10	556	6	ST-353 complex
10471	8	2	2	212	11	253	606	
10472	4	1	1	3	140	3	5	ST-21 complex
10473	169	2	5	10	11	256	6	
10474	9	2	1	10	11	3	1	ST-607 complex
10475	3	1	5	84	10	11	6	ST-49 complex
10476	8	2	5	53	90	3	1	ST-607 complex
10477	1	1	2	83	2	3	1	
10478	103	110	30	82	188	164	120	
10479	24	25	2	2	226	59	6	ST-460 complex
10480	33	153	44	82	104	44	68	
10481	24	2	5	2	10	289	1	ST-464 complex
10482	7	17	52	68	127	3	25	
10483	2	1	12	3	127	1	5	ST-21 complex
10484	7	4	5	2	10	3	105	ST-353 complex
10485	19	1	2	83	2	3	6	
10486	4	7	634	4	42	51	1	ST-283 complex
10487	24	30	2	2	127	3	6	ST-460 complex
10488	9	10	2	2	67	12	6	ST-354 complex
10489	7	84	5	2	11	309	26	
10490	9	17	2	2	90	12	6	ST-354 complex
10491	4	7	10	4	23	7	1	ST-45 complex
10492	4	7	10	4	1	7	267	ST-45 complex
10493	7	112	5	2	167	3	6	ST-353 complex
10494	256	110	30	140	188	164	120	
10495	22	403	4	28	90	698	35	
10496	2	84	2	3	2	1	5	ST-21 complex
10498	60	69	52	10	10	3	6	
10499	7	17	5	2	10	3	105	ST-353 complex
10500	2	3	1	3	2	1	6	ST-21 complex
10501	12	6	61	147	261	32	3	
10502	7	17	2	68	11	58	6	
10503	1	2	3	3	5	5	3	ST-42 complex
10504	24	2	2	72	11	5	39	
10505	7	17	2	68	10	58	6	ST-353 complex
10506	2	2	2	10	86	59	5	
10507	2	1	5	25	11	203	5	
10508	8	2	5	53	89	3	105	ST-607 complex
10509	181	2	2	710	10	59	5	
10510	1	6	137	176	416	32	3	ST-179 complex
10511	7	2	5	2	156	12	6	ST-353 complex
10512	7	17	16	68	10	58	6	ST-353 complex
10513	22	61	29	28	11	25	35	
10514	7	2	5	10	10	309	26	
10515	7	17	2	68	23	58	6	
10516	2	1	57	28	351	25	58	ST-1332 complex
10517	24	10	2	2	10	3	1	ST-464 complex
10518	9	52	57	26	1078	25	23	ST-692 complex
10519	14	1	2	10	11	3	6	ST-52 complex
10520	7	17	12	2	13	3	6	ST-353 complex
10521	8	364	80	131	470	422	23	
10522	33	39	30	79	251	43	17	ST-828 complex
10523	37	52	57	26	10	29	23	ST-692 complex
10524	7	61	4	64	23	7	23	ST-1034 complex
10525	8	2	4	842	90	34	35	
10526	7	17	5	16	10	3	6	ST-353 complex
10527	2	29	4	48	13	25	57	
10528	33	38	30	81	104	394	537	
10529	22	75	29	26	1079	407	1	
10530	33	39	30	79	112	828	17	ST-828 complex
10531	2	1	52	3	1072	100	5	ST-21 complex
10532	18	70	22	97	134	388	47	
10533	3	17	5	84	11	11	6	ST-49 complex
10534	2	4	2	2	6	5	5	ST-61 complex
10535	551	53	2	10	2	3	3	ST-574 complex
10536	9	2	6	15	22	3	682	
10537	12	6	61	244	40	32	3	ST-179 complex
10538	1	1	287	83	2	3	6	
10539	305	6	137	176	40	32	3	ST-179 complex
10540	8	2	2	10	1073	384	147	
10541	9	17	5	843	86	3	6	ST-353 complex
10542	103	110	30	79	188	168	120	
10543	18	70	22	97	115	175	47	
10544	24	2	2	2	1074	3	1	ST-464 complex
10545	9	2	4	62	4	5	683	ST-257 complex
10546	188	313	5	2	11	5	6	
10547	33	39	30	79	210	47	684	
10548	8	2	4	842	600	3	35	
10549	84	141	29	28	526	183	90	ST-1287 complex
10550	8	2	4	842	127	34	35	
10551	2	364	5	844	351	3	23	
10552	7	17	52	2	1075	3	25	ST-353 complex
10553	33	38	44	82	1076	35	68	
10554	33	153	30	82	189	35	36	
10555	8	2	4	10	151	59	5	
10556	2	2	27	25	11	3	5	
10557	33	39	241	82	113	35	17	ST-828 complex
10558	1	1	2	83	26	3	6	
10559	3	25	2	10	22	3	6	ST-52 complex
10560	24	2	2	2	1077	3	1	ST-464 complex
10561	33	66	30	82	104	47	685	ST-828 complex
10562	9	17	5	10	2	3	3	
10563	33	39	30	82	118	43	36	ST-828 complex
10564	27	33	526	841	43	827	31	ST-1275 complex
10565	18	755	395	100	138	114	623	
10566	8	39	30	82	113	44	17	ST-828 complex
10567	1	2	3	3	5	1	3	ST-42 complex
10568	103	195	103	140	188	164	120	ST-1150 complex
10569	7	4	5	2	86	232	1	
10570	9	2	4	845	4	5	6	ST-257 complex
10571	33	39	30	82	483	47	17	ST-828 complex
10572	7	4	32	2	11	1	5	ST-48 complex
10573	7	17	5	2	10	1	26	ST-353 complex
10574	4	7	59	4	1	7	1	ST-45 complex
10575	18	22	275	104	205	94	6	
10576	2	1	1	3	140	9	5	ST-21 complex
10577	7	112	5	62	11	1	6	ST-581 complex
10578	7	2	1	2	2	3	6	ST-353 complex
10579	1	1	2	3	2	1	5	ST-21 complex
10580	10	62	59	19	6	5	7	ST-403 complex
10581	9	2	5	2	11	67	6	
10582	2	4	5	83	2	1	5	ST-206 complex
10583	7	2	2	2	22	3	6	ST-353 complex
10584	152	38	30	82	104	35	17	ST-828 complex
