ST	arcC	aroE	glpF	gmk	pta	tpi	yqiL
7933	1	1107	1	8	4	4	3
7934	1	3	1	14	11	873	10
7935	1	4	1	4	12	1	1035
7936	1	4	1	4	12	867	10
7937	1	4	1	4	12	1	1034
7938	1	1111	1	1	1	1	1
7939	1	3	1	8	11	5	1041
7940	1	4	1	4	12	859	10
7941	1	685	1	1	1	1	1
7942	1	4	1	4	12	868	10
7943	10	14	8	6	943	3	2
7944	10	14	8	614	10	3	2
7945	10	14	8	6	10	872	2
7946	12	4	1	4	12	866	3
7947	13	13	1	1	12	860	13
7948	13	13	1	1	12	11	1042
7949	13	13	1	1	12	11	1033
7950	13	13	1	473	12	11	13
7951	151	325	964	34	175	180	169
7952	19	23	15	2	19	874	15
7953	2	2	955	2	6	3	2
7954	2	1109	2	2	6	3	2
7955	2	2	2	2	6	3	1040
7956	3	3	957	1	4	4	3
7957	3	3	956	1	4	4	3
7958	3	1108	1	1	4	4	3
7959	3	3	1	1	4	46	3
7960	3	3	1	615	4	4	3
7961	3	35	19	2	20	26	1037
7962	4	1	4	1	5	5	1039
7963	4	1113	4	1	5	5	4
7964	5	377	1	4	4	6	3
7965	5	4	1	4	4	865	3
7966	6	5	6	2	7	14	1036
7967	7	6	1	5	942	8	6
7968	7	6	1	367	8	8	1026
7969	762	2	2	2	2	2	2
7970	768	35	19	616	20	26	39
7971	8	2	2	2	6	3	505
7972	907	6	1	5	8	308	6
7973	908	1	1	1	22	1	1
7974	910	2	2	2	2	2	2
7975	916	3	1	14	11	51	10
7976	12	4	1	4	12	880	3
7977	3	1	1	621	1	5	3
7978	46	75	49	44	13	879	60
7979	10	14	8	6	953	3	2
7980	3	3	1	1	834	4	3
7981	915	1	1	1	1	1	1
7982	1	4	1	15	12	1	10
7983	199	806	741	2	447	795	734
7984	12	1	1	1	12	556	10
7985	4	1	296	1	1	1	3
7986	6	72	50	43	49	67	886
7987	3	1	1	623	1	5	3
7988	1	1	258	1	1	1	1
7989	4	1	4	295	5	5	4
7990	216	16	11	2	13	766	14
7991	14	16	970	2	13	12	14
7992	3	35	19	2	954	26	39
7993	6	79	419	622	367	50	48
7994	14	16	11	2	13	882	14
7995	917	115	6	2	7	225	65
7996	918	153	260	18	7	223	5
7997	251	66	46	2	7	50	1045
7998	3	3	1	1	4	4	1048
7999	2	2	2	2	955	3	72
8000	13	13	1	624	12	11	13
8001	3	35	19	2	949	26	39
8002	1	4	1	4	12	1	1046
8003	12	4	1	4	12	1	1047
8004	2	2	637	2	6	3	72
8005	3	1	14	23	437	28	1
8006	918	1117	260	18	7	223	5
8007	6	5	6	2	14	14	5
8008	12	1	1	15	945	1	338
8009	912	5	527	2	7	14	5
8010	12	1	1	15	950	1	338
8011	377	3	1	1	4	88	83
8012	6	5	6	2	7	14	1049
8013	46	75	49	44	13	863	60
8014	2	1120	2	2	6	3	2
8015	10	14	8	6	951	3	2
8016	913	4	1	4	12	1	3
8017	914	4	1	4	12	1	746
8018	914	4	1	620	12	1	746
8019	6	5	6	2	952	14	5
8020	10	14	8	6	10	881	2
8021	19	23	613	2	19	20	1043
8022	6	5	6	2	7	14	1044
8023	19	1116	15	2	19	20	15
8024	19	23	969	2	19	20	15
8025	12	4	1	4	12	489	3
8026	22	1	14	23	485	4	31
8027	136	1	1	1	22	1	1
8028	12	3	715	1	4	4	3
8029	1	4	1	4	12	640	10
8030	12	289	37	15	11	637	40
8031	12	4	268	4	12	1	3
8032	13	13	1	354	81	11	13
8033	12	3	1	1	467	4	3
8034	7	6	894	5	8	8	6
8035	12	207	1	4	12	1	3
8036	7	1119	1	5	8	8	6
8037	10	40	8	6	10	3	1050
8038	5	4	971	4	4	6	3
8039	19	3	15	48	19	20	15
8040	925	6	1	70	8	8	6
8041	1	1	1	1	1	790	1
8042	6	57	45	2	7	58	1055
8043	2	1123	654	2	6	3	2
8044	1	1	1	628	1	1	1
8045	3	1	1	8	1	1	3
8046	18	71	6	2	7	58	1056
8047	18	153	6	629	38	50	5
8048	926	1124	6	2	9	9	7
8049	7	6	28	27	11	40	27
8050	4	339	1	1	12	4	1057
8051	2	2	973	2	6	3	2
8052	3	35	19	2	20	26	1058
8053	57	79	12	2	10	76	172
8054	14	394	11	2	13	12	14
8055	3	4	1	424	4	6	3
8056	3	3	1	1	4	887	3
8057	12	1125	1	4	12	1	3
8058	3	1	1	1	1	5	97
8059	1	1	334	1	1	1	1
8060	10	40	8	6	10	3	768
8061	46	75	49	44	13	626	60
8062	13	550	1	1	12	11	13
8063	916	1	1	1	1	1	1
8064	922	1	1	15	11	1	40
8065	3	1	1	626	1	1	1
8066	3	35	19	2	961	26	39
8067	5	4	1	627	4	6	3
8068	19	23	15	2	962	20	15
8069	12	4	974	4	12	1	3
8070	22	1	14	631	12	4	31
8071	923	4	1	4	12	1	10
8072	924	1	1	1	12	1	1054
8073	6	79	113	2	13	50	152
8074	14	380	12	2	13	70	172
8075	57	79	12	2	13	76	171
8076	6	79	496	47	7	70	61
8077	57	79	6	2	62	110	1059
8078	6	79	113	47	963	889	172
8079	57	79	6	2	62	890	1059
8080	6	79	113	47	10	70	102
8081	57	79	6	47	963	50	1060
8082	57	79	6	18	149	70	139
8083	57	79	12	2	13	888	152
8084	154	79	12	630	149	114	102
8085	3	3	953	1	4	4	3
8086	16	16	12	2	106	13	15
8087	1	1	861	1	1	1	1
8088	3	1121	19	2	20	26	39
8089	3	3	1	1	4	4	1061
8090	3	4	975	4	4	6	3
8091	2	2	976	2	6	3	2
8092	1	1	1	1	1	1	1063
8093	1	4	1	4	967	121	10
8094	1	1	1	1	968	1	1
8095	3	1	1	8	1	41	1
8096	1	26	28	632	18	33	50
8097	1	26	28	633	18	33	50
8098	3	1	1	634	1	1	1
8099	151	325	215	34	966	180	169
8100	3	35	977	2	20	26	39
8101	1	4	510	4	12	1	10
8102	862	136	1	4	12	1	10
8103	13	13	1	1	565	11	13
8104	3	3	445	1	4	4	3
8105	1	1	1	1	1	41	1
8106	1	1128	357	4	12	1	10
8107	1	4	1	635	12	1	10
8108	1	1129	1	4	12	1	10
8109	421	1127	45	278	7	58	52
8110	6	1126	6	2	7	14	5
8111	12	4	1	4	12	1	1062
8112	919	4	1	4	12	1	10
8113	3	37	979	2	20	26	32
8114	18	115	427	167	109	50	2
8115	18	1026	427	167	109	50	2
8116	839	1026	427	167	109	50	2
8117	6	5	6	2	969	14	5
8118	931	2	2	2	6	3	2
8119	18	33	496	20	7	50	5
8120	4	1	980	1	5	5	4
8121	932	3	1	1	4	4	3
8122	1	4	1	8	4	892	3
8123	10	47	981	26	26	32	2
8124	19	23	15	636	41	20	15
8125	3	1132	1	1	4	4	3
8126	6	79	1	47	7	70	61
8127	19	23	15	2	970	20	15
8128	2	2	2	637	6	3	2
8129	3	1	1	1	971	5	3
8130	2	1130	2	2	6	3	2
8131	1	145	1	4	12	893	10
8132	1	4	982	4	12	1	10
8133	10	14	8	6	10	3	10
8134	19	23	15	48	19	20	2
8135	3	35	19	2	20	891	1064
8136	1	3	1	8	28	5	11
8137	3	1	1	1	247	5	3
8138	22	1	14	23	12	53	1065
8139	930	383	239	66	12	220	198
8140	13	13	1	1	12	11	1066
8141	10	14	8	6	12	3	2
8142	929	14	8	6	10	3	2
8143	1	4	661	4	12	25	10
8144	18	33	965	20	7	50	48
8145	935	4	1	4	12	1	3
8146	933	4	1	4	12	25	208
8147	1	4	983	4	12	25	10
8148	934	14	8	6	10	3	2
8149	3	35	19	2	20	26	1067
8150	3	35	986	2	20	26	1068
8151	3	35	985	2	20	26	39
8152	3	35	984	2	20	26	39
8153	1	4	987	4	12	1	10
8154	4	1	988	1	5	5	4
8155	22	1	1	23	12	4	31
8156	10	40	8	6	10	3	10
8157	6	22	6	21	7	14	5
8158	3	39	6	2	7	14	394
8159	1	1	1	1	227	1	1
8160	13	13	1	1	81	805	13
8161	1	786	1	1	1	1	1
8162	1	4	933	4	12	1	10
8163	1	1049	1	4	12	1	10
8164	1	4	1	4	12	643	10
8165	4	1	4	260	5	5	4
8166	13	13	108	1	12	11	13
8167	1	4	35	4	12	1	10
8168	5	4	86	4	4	6	3
8169	7	6	90	5	8	8	6
8170	12	3	1	1	4	100	3
8171	321	4	1	4	12	1	10
8172	5	4	1	4	142	6	3
8173	12	3	503	1	4	4	3
8174	3	1	247	8	1	1	1
8175	12	3	956	1	4	4	3
8176	4	598	4	1	5	5	4
8177	12	3	728	1	4	4	3
8178	5	4	383	4	116	6	3
8179	7	6	88	5	8	8	6
8180	4	168	328	8	290	10	8
8181	5	4	1	409	4	6	3
8182	13	13	1	265	12	11	13
8183	936	3	1	1	4	4	3
8184	3	35	19	2	20	26	1069
8185	1	4	989	165	12	1	10
8186	6	1134	6	2	7	14	5
8187	937	6	1	5	8	8	6
8188	598	4	1	8	4	4	3
8189	3	1	1	8	1	1	1070
8190	19	23	15	2	19	896	15
8191	3	1135	19	2	20	26	39
8192	4	9	1	8	1	10	1071
8193	328	35	19	2	20	897	39
8194	3	1	1	1	29	5	149
8195	12	4	1	4	12	899	1072
8196	354	292	990	638	973	82	576
8197	5	4	991	4	4	6	3
8198	3	35	19	639	20	26	39
8199	3	35	992	2	20	26	39
8200	939	6	1	5	8	8	6
8201	938	6	1	5	8	8	6
8202	941	2	2	2	6	3	2
8203	4	1	4	1	5	5	1073
8204	942	13	1	1	12	11	990
8205	943	1	14	23	12	4	31
8206	1	4	1	4	974	1	10
8207	4	168	1	640	290	10	8
8208	944	35	19	2	20	26	39
8209	4	3	1	1	975	72	11
8210	3	1	1	8	976	1	1
8211	12	4	1	641	12	1	3
8212	5	4	1	4	4	6	1074
8213	945	6	1	5	8	8	6
8214	3	1	1	642	1	1	1
8215	946	1136	1	1	330	1	10
8216	4	1	4	643	5	5	4
8217	19	23	15	2	977	20	15
8218	947	35	19	2	20	26	39
8219	870	4	1	4	978	1	10
8220	1	1	131	1	1	1	1
8221	3	3	993	1	4	4	3
8222	948	3	1	1	40	4	3
8223	949	4	1	4	12	1	3
8224	13	13	1	1	12	11	1075
8225	950	13	1	1	12	11	13
8226	3	35	994	2	20	26	39
8227	3	1	1	8	1	1	1076
8228	1	1	1	1	980	1	1
8229	19	1137	15	2	19	20	15
8230	6	5	6	235	7	14	5
8231	4	9	995	8	1	10	218
8232	952	1	1	8	1	1	1
8233	5	1138	1	4	4	6	3
8234	6	177	276	2	19	13	15
8235	953	13	1	1	12	11	13
8236	13	13	1	1	981	11	13
8237	3	1140	1	8	1	1	1
8238	12	4	1	4	702	1	3
8239	3	1	1	8	1	1	1077
8240	955	1	1	8	1	1	1
8241	3	1	1	8	1	1	1078
8242	1	233	915	4	12	1	10
8243	764	1	1	8	1	1	1
8244	5	4	1	424	4	6	3
8245	878	3	1	644	4	4	3
8246	1	1141	1	4	12	1	10
8247	3	35	996	2	20	26	39
8248	3	1	1	8	1	1	1080
8249	3	1	1	8	984	1	1
8250	1	4	1	4	985	1	10
8251	4	1	997	1	5	5	4
8252	3	3	1	645	4	4	3
8253	13	13	347	1	12	11	13
8254	13	13	1	1	12	11	1081
8255	3	1	1	8	986	1	1
8256	911	1	4	1	5	5	4
8257	7	6	998	5	8	8	6
8258	1	4	1	4	119	1	1082
8259	957	4	1	4	4	6	3
8260	870	4	1	4	12	1	10
8261	1	1142	1	4	12	121	10
8262	7	6	1	5	8	8	1083
8263	3	35	1000	2	20	26	39
8264	3	1143	1	8	1	1	1
8265	3	1	1	647	1	1	1
8266	1	1	1001	177	12	1	1
8267	4	168	1	8	1	10	1084
8268	958	6	1	5	8	8	6
8269	7	6	1	648	8	8	6
8270	5	4	1	4	4	904	3
8271	12	3	1	1	4	4	1085
8272	5	4	1	649	4	6	3
8273	3	1144	1	8	1	1	1
8274	960	1	1	8	1	1	1
8275	3	35	1002	2	20	26	39
8276	3	1139	1	8	1	1	1
8277	3	1	1	8	1	900	1
8278	940	4	1	4	4	6	3
8279	1	4	1	4	12	1	1086
8280	951	6	1	5	8	8	6
8281	4	9	1	646	1	78	8
8282	5	1146	1	650	4	6	3
8283	954	4	1	4	4	6	3
8284	3	1	1	651	1	1	1
8285	3	1	1	8	1	1	1087
8286	4	9	1	8	1	901	8
8287	3	1	1	8	1	1	1089
8288	12	1147	1	1	4	4	3
8289	7	6	1	5	8	8	1090
8290	3	35	19	2	20	902	39
8291	12	1148	1	4	12	1	3
8292	12	4	1	4	12	906	3
8293	13	13	1	1	12	903	13
8294	4	168	1	8	1	10	1092
8295	4	1	4	652	5	5	4
8296	4	168	1	8	1	908	8
8297	1	4	1	8	4	4	1093
8298	19	23	1003	2	19	20	15
8299	956	1149	6	2	6	3	1094
8300	4	168	1	8	1	909	8
8301	3	1150	1	8	1	1	1
8302	2	2	717	2	979	3	2
8303	3	1	1	8	1	1	1095
8304	19	23	15	653	19	20	15
8305	959	79	6	2	176	110	71
8306	19	23	15	2	19	20	1096
8307	1	1	1	1	12	1	1097
8308	1	529	1	1	1	1	1
8309	19	23	15	2	19	905	15
8310	5	4	1	4	4	6	1100
8311	3	35	1004	2	20	26	39
8312	12	4	1	4	12	1	1101
8313	1	1151	1	4	12	1	10
8314	961	4	1	4	12	1	3
8315	1	4	1	4	12	910	10
8316	962	3	1	8	11	5	11
8317	1	1152	1	4	12	1	10
8318	10	14	8	13	10	307	2
8319	10	14	8	6	10	215	2
8320	3	1118	1	1	1	5	3
8321	7	6	1	5	982	8	6
8322	1	1	1	1	983	1	1
8323	3	1	1	1	1	5	1079
8324	1	5	1	4	12	1	10
8325	3	3	1	1	1	1	1098
8326	1	184	1	4	12	629	10
8327	3	542	1	1	1	5	3
8328	3	1145	1	1	4	4	3
8329	6	64	44	2	43	907	51
8330	1	4	1	654	12	1	10
8331	1	4	1	4	987	1	10
8332	19	23	15	2	19	20	1088
8333	3	35	19	2	20	911	39
8334	3	35	19	2	988	26	39
8335	1	233	1	4	12	1	1086
8336	1	4	962	4	12	1	10
8337	822	1	4	1	12	41	10
8338	1	1159	28	18	18	33	27
8339	1	279	1	4	12	1	54
8340	1	4	1	4	12	913	10
8341	1	3	1	8	11	918	11
8342	151	755	20	101	145	150	131
8343	151	47	8	34	175	180	169
8344	3	1161	1	4	4	6	3
8345	46	75	49	656	13	68	60
8346	1	465	1	657	1	1	1
8347	3	3	760	1	4	4	3
8348	22	1	14	23	12	4	1099
8349	22	1	14	23	12	4	1102
8350	7	6	1005	5	8	8	6
8351	963	23	15	2	19	20	15
8352	964	23	15	2	19	20	15
8353	965	23	15	2	19	20	15
8354	966	23	15	2	19	20	15
8355	3	1121	167	2	20	26	39
8356	19	1157	15	2	19	20	15
8357	19	1158	15	2	19	20	15
8358	19	23	1006	2	19	20	15
8359	19	23	1007	2	19	20	15
8360	19	23	15	2	990	20	15
8361	19	23	15	2	991	20	15
8362	19	23	15	2	992	20	15
8363	19	23	15	48	19	912	15
8364	19	23	15	2	19	912	15
8365	19	23	15	2	19	914	15
8366	19	23	15	2	19	915	15
8367	19	23	15	2	19	916	15
8368	19	23	15	2	19	917	15
8369	19	23	15	2	19	20	1103
8370	19	23	15	2	19	20	1104
8371	19	23	15	2	19	20	1105
8372	3	35	972	2	20	26	39
8373	3	35	945	2	20	26	39
8374	3	3	1	1	960	4	3
8375	3	35	19	2	959	26	39
8376	3	35	19	2	818	26	39
8377	7	6	1	534	8	8	6
8378	1	3	1	14	11	885	10
8379	862	4	1	4	12	1	10
8380	3	35	19	536	20	26	39
8381	920	4	1	4	12	1	10
8382	1	1	1	1	22	1	1051
8383	921	23	15	2	19	20	15
8384	3	3	1	1	4	883	3
8385	10	14	8	6	10	884	2
8386	3	35	19	2	20	26	1052
8387	12	4	1	4	957	1	3
8388	7	1122	1	5	8	8	6
8389	1	4	1	4	956	1	10
8390	1	1	1	1	958	1	1
8391	822	4	1	4	12	41	10
8392	1	4	1	4	736	1	10
8393	3	3	443	1	4	4	3
8394	19	23	15	2	19	20	820
8395	2	2	2	658	6	3	2
8396	1	1	736	1	1	1	1
8397	36	1160	215	34	993	758	49
8398	967	406	1011	34	994	464	1106
8399	967	406	1011	34	994	464	323
8400	151	406	43	660	287	52	1107
8401	36	867	215	34	993	758	49
8402	4	9	1	526	1	10	8
8403	1	1	40	1	1	1	1
8404	1	1	1	1	551	1	1
8405	3	1	175	1	1	5	3
8406	1	1	132	1	1	1	1
8407	1	1162	1	1	1	1	1
8408	6	1163	12	43	49	67	59
8409	1	1164	1	1	1	1	1
8410	1	1165	736	1	1	1	1
8411	968	1	1	1	1	1	1
8412	1	1166	1	1	1	1	1
8413	3	1167	1	1	1	5	3
8414	1	4	1008	4	12	41	10
8415	1	1	1009	1	1	1	1
8416	6	72	1010	43	49	67	59
8417	6	72	1012	43	49	67	59
8418	6	72	1013	43	49	67	59
8419	1	1	1014	1	1	1	1
8420	1	1	1	659	1	1	1
8421	6	66	46	410	995	50	18
8422	1	1	1	1	1	919	1
8423	6	72	12	43	49	920	59
8424	1	1	1	1	1	922	1
8425	6	72	12	43	49	923	59
8426	1	1	1	1	1	924	1
8427	3	1	1	1	1	5	1109
8428	970	125	213	27	13	13	15
8429	1	1	1	1	1	1	1108
8430	1	1	452	1	1	1	1
8431	7	6	159	5	8	8	6
8432	1	4	1	4	12	926	10
8433	972	1	812	1	1	5	3
8434	973	2	2	2	6	3	2
8435	3	1	1	8	1	794	1
8436	1	1	1	1	996	1	1
8437	3	1	258	8	1	1	1
8438	6	72	1015	43	49	67	59
8439	3	1	1	1	997	5	3
8440	1	1	565	1	1	1	1
8441	3	1	1	1	1	925	3
8442	971	72	50	661	49	67	59
8443	1	1	1	1	1	1	1110
8444	3	1	1016	1	1	5	3
8445	6	1168	12	43	49	67	59
8446	1	1	1	1	998	1	1
8447	1	1169	1	1	1	1	1
8448	1	1	1	662	1	1	1
8449	1	1	705	1	1	1	1
8450	19	1173	12	2	13	89	15
8451	3	1172	1	8	1	1	1
8452	1	1171	1	1	1	1	1
8453	1	1	1	1	1	927	1
8454	1	1	1	663	1	1	1
8455	3	3	1	1	989	4	3
8456	3	1153	1	1	4	4	3
8457	2	2	2	2	6	3	1111
8458	3	1155	1	1	4	4	3
8459	3	1156	1	1	4	4	3
8460	3	1154	1	1	4	4	3
8461	2	2	2	2	6	928	2
8462	2	2	2	664	6	3	2
8463	3	1170	1	1	1	5	3
8464	22	1	14	23	12	4	1112
8465	514	3	1	1	4	4	3
8466	7	6	1	5	1001	8	6
8467	19	23	1017	2	19	20	15
8468	975	14	8	6	10	3	2
8469	1	1	1	1	1	106	1
8470	2	3	1018	1	4	4	3
8471	710	4	1	4	12	1	10
8472	3	35	1019	2	20	26	39
8473	1	589	1	665	12	1	10
8474	976	1	14	23	12	4	31
8475	377	35	19	2	20	26	39
8476	1	1	1	1	1	583	1
8477	19	23	15	666	19	20	15
8478	3	35	19	2	20	26	1114
8479	1	4	517	4	12	1	1115
8480	19	23	15	48	1002	20	15
8481	19	23	15	667	19	20	15
8482	19	23	15	156	19	20	15
8483	19	23	1020	2	19	20	15
8484	3	1175	19	2	20	26	39
8485	377	35	986	2	20	26	39
8486	1	4	1	4	12	1	1113
8487	1	1174	1	4	12	1	10
8488	1	4	1	4	1000	1	10
8489	974	3	1	1	4	4	3
8490	2	2	2	468	2	2	2
8491	3	35	19	2	1004	26	39
8492	3	35	19	658	20	26	39
8493	3	3	1	1	1003	4	3
8494	1	136	1	4	12	921	10
8495	3	78	341	1	1	5	3
8496	978	3	1	1	4	4	3
8497	4	1	1021	1	1006	5	4
8498	1	1	1	668	1	1	1
8499	60	1	920	1	1	1	1
8500	3	1176	1	1	1	5	3
8501	3	1177	1	311	1	5	3
8502	1	4	1	4	12	1	1116
8503	7	1178	1	70	8	8	6
8504	2	660	2	667	2	2	2
8505	3	35	19	2	999	26	39
8506	1	4	1	23	12	19	35
8507	3	3	1	1	4	4	272
8508	3	3	672	1	4	4	3
8509	6	1179	46	2	7	50	18
8510	979	72	12	43	49	67	59
8511	484	1	1	1	1	1	1
8512	915	3	1	8	11	5	11
8513	980	5	6	2	7	14	5
8514	12	4	1	669	12	1	3
8515	705	2	2	2	6	3	2
8516	12	4	629	4	12	1	3
8517	22	1	1022	23	12	4	31
8518	1	4	1	670	12	1	10
8519	1	1180	1	1	1	1	1
8520	19	23	1023	2	19	20	15
8521	2	3	25	1	4	4	3
8522	6	5	1024	2	7	14	5
8523	13	13	1	255	12	11	13
8524	8	167	1025	2	13	127	7
8525	10	14	8	6	750	3	2
8526	400	5	6	2	7	14	5
8527	22	1	14	23	12	929	31
8528	19	23	15	2	19	20	1117
8529	5	4	1	4	1007	6	3
8530	4	1181	4	1	5	5	4
8531	4	722	1	561	11	72	487
8532	7	1182	1	5	8	8	6
8533	1	1	1	1	1	1	1118
8534	3	3	1	1	4	4	960
8535	4	974	1	596	11	72	487
8536	647	1	1	1	1	1	1
8537	7	1183	1	5	8	8	6
8538	981	14	8	6	10	3	2
8539	2	2	999	2	6	3	2
8540	37	974	1	596	989	883	879
8541	838	958	786	596	787	799	749
8542	982	23	15	2	19	20	15
8543	1	1	1	671	1	1	1
8544	3	1	1	1	1008	5	3
8545	1	4	60	4	12	1	10
8546	5	1184	1	4	4	6	3
8547	151	325	215	672	175	180	169
8548	1	1167	1	1	1	1	1
8549	1	670	1	185	686	921	749
8550	6	64	44	2	1009	55	51
8551	1	1185	1	4	12	1	10
8552	983	4	1	4	12	1	10
8553	12	4	1	4	12	930	3
8554	37	722	1	1	139	883	381
8555	22	958	14	23	423	883	398
8556	3	722	1	185	139	883	87
8557	3	722	1	185	87	883	87
8558	3	345	1	596	87	28	87
8559	1	670	1	490	864	774	1
8560	789	248	1	1	989	434	325
8561	789	974	93	1	401	479	76
8562	6	72	12	43	1005	67	59
8563	10	4	1	6	10	3	2
8564	12	4	1	4	12	931	3
8565	8	2	2	2	6	3	1091
8566	3	35	19	655	20	26	39
8567	1	24	1	8	4	4	3
8568	1	4	1	4	957	1	10
8569	914	4	1	4	12	1	10
8570	1	4	1027	4	12	1	10
8571	12	4	1	4	12	935	3
8572	3	3	1028	1	4	4	3
8573	2	1191	2	2	6	3	2
8574	10	40	8	6	10	3	1119
8575	3	45	1	1	12	5	11
8576	984	4	1	4	12	1	10
8577	386	1	1	1	1	1	1
8578	1	4	1	4	12	932	10
8579	3	35	19	2	1013	26	39
8580	3	1190	1	1	1	1	10
8581	986	14	8	6	10	3	2
8582	13	13	1	1	1011	11	13
8583	3	3	1	1	1010	4	3
8584	985	4	1	4	12	1	10
8585	19	23	15	2	1012	20	15
8586	2	2	2	2	6	934	2
8587	16	16	1026	2	13	13	15
8588	2	2	2	2	6	3	1121
8589	2	2	2	2	6	3	1120
8590	10	14	8	6	10	3	1122
8591	3	1189	1	1	4	4	3
8592	2	2	2	2	1016	3	2
8593	13	13	1	1	12	11	1123
8594	5	4	1	4	4	933	3
8595	3	3	1	1	1015	4	3
8596	10	1187	8	6	10	3	2
8597	1	1188	1	8	4	4	3
8598	2	2	2	2	6	3	1124
8599	987	40	8	6	10	3	2
8600	10	14	8	6	1014	3	2
8601	2	2	2	674	6	3	2
8602	1	1	1	673	1	1	1
8603	989	2	2	2	6	3	2
8604	988	3	1	1	4	372	3
8605	1	4	1	4	559	1	10
8606	3	35	48	19	20	898	39
8607	623	4	1	4	12	121	10
8608	2	2	2	2	1017	3	2
8609	990	3	1	1	4	4	3
8610	3	3	1	1	4	4	1125
8611	872	1	1	1	1	1	1
8612	18	95	45	2	7	935	1125
8613	3	3	1	1	1018	4	3
8614	3	35	19	2	20	938	39
8615	10	14	8	6	10	937	2
8616	18	95	45	2	7	936	1126
8617	1	1	1	1	11	1	1
8618	6	177	1029	2	13	13	15
8619	992	1	14	23	12	4	31
8620	991	3	1	1	1	1	10
8621	4	1	1030	1	5	5	4
8622	1	4	1031	4	12	1	10
8623	3	3	361	1	1	1	10
8624	5	4	1	4	1019	6	3
8625	13	13	1	1	785	939	13
8626	4	1	4	1	5	5	1127
8627	13	13	35	1	12	11	13
8628	3	5	19	675	20	26	39
8629	3	3	1	78	4	70	3
8630	993	13	1	1	12	11	13
8631	13	1193	1032	1	12	11	13
8632	3	35	19	2	20	26	1129
8633	12	4	7	4	12	1	3
8634	583	37	19	89	805	665	32
8635	1	1083	1	613	12	1	10
8636	4	334	1	1	11	72	11
8637	280	1	1	1	1	5	3
8638	12	4	1	408	12	1	3
8639	22	1	14	23	12	93	31
8640	12	4	1	437	1	724	87
8641	13	1063	1	1	81	11	13
8642	3	1102	1	1	4	4	1021
8643	4	3	1	1	11	72	272
8644	908	3	1	1	11	72	11
8645	1	69	1	4	12	1	10
8646	3	3	922	1	946	813	3
8647	13	152	1	608	113	1	40
8648	3	974	873	615	4	4	3
8649	753	1087	37	15	11	1	40
8650	3	1	319	475	787	8	879
8651	620	653	1	78	504	698	96
8652	79	1	14	23	691	497	398
8653	633	3	1	1	4	4	3
8654	2	985	2	2	6	12	2
8655	1	1	1	1	1	1	1130
8656	13	13	1	1	12	948	13
8657	1002	13	1	1	124	5	3
8659	1003	3	1	1	4	4	3
8660	159	35	19	2	20	26	39
8662	1	152	1	8	1028	5	11
8664	2	2	2	2	6	624	2
8666	3	37	19	2	20	26	1139
8667	6	5	6	2	162	14	3
8668	151	4	20	101	145	150	3
8669	3	3	1	676	4	4	3
8670	997	3	1	1	4	4	3
8671	1	4	1	4	1022	1	10
8672	2	2	2	2	6	3	1132
8673	13	13	1	1	1027	11	13
8674	10	14	1038	6	10	3	2
8675	3	3	561	1	4	944	3
8676	13	13	1	1	12	945	13
8677	1000	13	1	1	12	11	13
8678	19	23	15	2	19	947	15
8679	1	4	1	4	12	1	1027
8680	12	4	1	4	1026	1	3
8681	3	3	1	1	4	942	3
8682	3	3	1	1	4	4	74
8683	3	3	1	1	1023	4	3
8684	1	4	1	4	12	1	1133
8685	19	23	15	2	41	946	15
8686	13	1199	1	1	12	11	13
8687	1001	3	1	1	4	4	3
8688	2	2	2	2	1025	3	2
8689	1	997	1	4	12	1	1135
8690	3	3	1036	1	4	4	3
8691	3	1	1	1	1	5	1136
8692	2	2	2	554	6	3	2
8693	2	2	1037	2	6	3	2
8694	2	2	2	236	6	3	2
8695	1	4	1	4	1024	1	10
8696	3	3	1	677	4	4	3
8697	998	4	1	4	12	1	10
8698	3	3	1	1	4	429	3
8699	10	40	8	6	10	3	1134
8700	3	1	1	8	1	943	1
8701	999	1	1	1	1	5	3
8702	1	1197	1034	8	4	4	3
8703	1	4	429	4	12	1	10
8704	1	1142	1	4	12	1	10
8705	10	1198	8	6	10	3	2
8706	7	6	1	5	1030	8	6
8707	1	4	347	4	12	1	28
8708	710	4	1	4	12	1	28
8709	1	4	452	4	12	1	28
8710	3	3	1	182	4	4	3
8711	1	1203	1	1	1	1	1
8712	19	23	15	2	1031	20	15
8713	3	3	1	679	838	4	3
8714	2	2	2	680	6	3	2
8715	19	23	15	2	19	20	1138
8716	19	23	1040	2	19	20	15
8717	2	3	1	1	537	4	30
8718	19	23	1041	48	19	20	15
8719	10	14	1042	6	10	3	2
8720	1	4	1	4	12	870	10
8721	3	35	19	2	1032	26	39
8722	3	974	1	1	85	86	9
8723	3	3	512	1	4	4	3
8724	3	3	1	671	85	86	9
8725	1	4	328	4	12	1	10
8726	93	3	99	671	85	86	9
8727	20	5	6	2	7	14	5
8729	18	140	45	2	7	657	7
8730	18	140	45	2	7	48	7
8731	3	35	1043	2	20	26	39
8732	3	3	121	1	4	4	3
8733	1	136	1	4	12	799	10
8734	1	4	218	4	12	1	10
8735	22	1	14	23	12	4	1140
8736	3	3	1	1	4	950	3
8737	1	1	1	1	1	951	1
8738	1	1	1	1	1034	1	1
8739	1006	1	296	1	1	1	3
8740	1004	40	8	6	10	3	2
8741	3	1	1	8	1	1	1137
8742	1005	1	296	1	1	1	3
