ST	aroE	gdh	gki	recP	spi	xpt	ddl	clonal_complex
13813	2	8	589	4	6	1	1	
13814	2	5	1	11	596	3	14	
13815	2	32	616	47	6	21	17	
13816	7	13	268	18	17	2	885	
13817	142	13	4	5	17	835	277	
13818	454	5	4	12	1	1	14	
13819	455	17	1	113	6	1	17	
13820	7	9	15	1	10	16	1	
13821	7	11	10	418	6	8	14	
13822	15	11	10	12	6	814	14	
13823	2	5	165	5	6	112	145	
13824	1	8	193	5	6	3	17	
13825	6	5	54	10	7	79	255	
13826	6	11	10	1	6	8	1	
13827	6	5	4	10	27	1	5	
13828	7	7	8	6	1	22	8	
13829	1	5	7	2	8	1	7	
13830	1	12	9	43	5	1	6	
13831	15	5	4	5	5	3	8	
13832	5	6	1	2	6	3	824	
13833	8	8	19	16	307	1	68	
13834	153	13	8	6	1	6	8	
13835	8	10	2	16	1	26	665	
13836	5	5	4	5	6	1	14	
13837	2	5	29	43	14	1	558	
13838	7	11	617	1	6	8	1	
13839	5	6	619	2	6	3	4	
13840	7	612	8	6	1	6	8	
13841	2	16	4	1	597	1	1	
13843	7	11	10	1	6	8	886	
13844	1	5	4	5	5	836	8	
13845	6	5	1	5	6	19	5	
13846	2	88	103	18	46	142	161	
13847	2	60	4	18	15	4	31	
13848	23	189	1	12	43	4	74	
13849	15	5	4	1	9	20	11	
13850	7	2	29	1	14	20	28	
13851	1	16	54	10	15	20	14	
13852	5	472	1	2	6	224	313	
13853	7	3	193	6	470	6	8	
13854	29	34	19	1	36	411	445	
13855	7	3	193	16	470	1	8	
13856	434	65	95	24	6	807	22	
13857	7	14	4	38	598	83	14	
13858	456	134	4	18	9	83	18	
13859	118	8	4	426	17	19	6	
13860	10	43	41	18	303	49	6	
13861	7	13	8	6	1	6	71	
13862	7	13	8	6	1	6	1	
13863	15	16	19	10	6	841	26	
13864	7	14	40	427	1	1	14	
13865	2	5	9	10	17	1	255	
13866	7	5	4	12	6	28	8	
13867	1	59	4	1	9	1	5	
13868	10	16	71	1	6	2	6	
13869	10	5	4	10	36	3	74	
13870	13	5	9	50	10	97	14	
13871	8	10	2	16	1	26	86	
13872	7	5	4	8	13	20	17	
13873	7	415	8	6	1	6	8	
13874	1	236	9	9	6	4	6	
13875	43	5	481	5	36	3	74	
13876	26	5	2	1	9	1	18	
13877	12	19	2	17	383	22	14	
13878	2	16	4	1	1	1	1	
13879	2	57	54	1	17	20	255	
13880	2	19	2	6	15	22	17	
13881	8	13	4	8	6	332	34	
13882	54	5	9	18	6	4	8	
13883	7	28	1	17	6	1	258	
13884	302	5	13	8	6	3	60	
13885	12	19	2	10	6	22	14	
13886	15	5	15	1	15	1	8	
13887	1	5	4	381	1	1	1	
13888	8	5	29	66	42	3	8	
13889	8	13	29	66	42	3	5	
13890	2	8	4	2	15	60	39	
13891	1	4	53	10	6	1	14	
13892	1	2	9	5	6	3	130	
13893	93	31	4	1	6	6	291	
13894	13	9	29	1	9	28	18	
13895	12	176	4	5	6	1	8	
13896	58	9	54	10	6	1	8	
13897	8	242	7	12	9	16	6	
13898	13	8	9	1	27	123	6	
13899	1	12	2	4	6	19	18	
13900	15	25	5	5	10	3	6	
13901	7	25	4	145	15	3	28	
13902	7	25	4	1	15	183	28	
13903	1	12	1	16	270	4	581	
13904	2	438	4	39	6	1	18	
13905	10	6	9	2	6	1	67	
13906	7	14	4	8	1	1	14	
13907	8	438	4	39	6	1	18	
13908	2	5	54	12	7	1	8	
13909	1	5	9	5	6	28	8	
13910	1	8	9	5	6	3	700	
13911	7	14	40	12	6	1	14	
13912	15	17	4	16	6	483	17	
13913	15	13	8	18	15	10	31	
13914	7	9	15	11	42	823	70	
13915	1	5	7	12	10	1	15	
13916	7	13	8	16	25	6	8	
13917	16	2	4	1	6	187	6	
13918	7	5	1	1	6	1	288	
13919	8	13	9	6	25	6	14	
13920	2	8	4	1	27	123	309	
13921	1	16	4	10	15	1	9	
13922	7	13	8	4	15	20	28	
13923	7	8	13	5	6	4	8	
13924	7	5	4	1	6	4	79	
13925	16	19	2	17	6	22	9	
13926	7	11	10	1	6	8	773	
13927	16	2	4	1	599	10	18	
13928	5	12	29	428	9	39	1	
13929	1	16	621	10	7	22	5	
13930	2	58	9	430	10	97	14	
13931	1	613	4	5	5	3	8	
13932	7	11	620	1	6	8	1	
13933	7	11	10	429	6	8	1	
13934	4	16	19	15	604	20	1	
13935	10	43	41	18	602	49	6	
13936	457	5	9	10	17	1	75	
13937	15	17	4	16	6	19	890	
13938	7	5	622	1	8	698	43	
13939	2	13	2	4	600	4	1	
13940	11	43	29	17	17	1	887	
13941	15	11	625	5	103	1	9	
13942	5	6	1	2	6	842	888	
13943	7	14	4	12	601	1	23	
13944	7	5	622	1	8	698	1	
13945	1	614	41	18	13	49	6	
13946	1	10	62	10	603	1	14	
13947	459	5	29	18	42	3	18	
13948	15	5	19	15	6	20	889	
13949	458	5	8	20	1	3	1	
13950	8	4	623	10	10	14	14	
13951	1	2	1	5	6	843	14	
13952	2	5	624	12	17	21	14	
13953	13	615	9	1	27	123	6	
13954	8	5	622	1	8	698	43	
13955	5	5	1	431	15	20	19	
13956	7	11	10	1	14	8	315	
13957	2	8	2	4	6	837	1	
13958	1	5	9	9	6	839	6	
13959	7	611	1	1	16	31	14	
13960	5	7	4	2	10	840	27	
13961	1	610	21	5	6	838	14	
13962	7	6	33	2	6	3	260	
13963	8	9	4	47	17	155	31	
13964	2	451	2	4	6	1	1	
13965	32	28	8	1	15	1	14	
13966	1	600	4	5	5	3	101	
13967	5	5	610	1	9	10	14	
13968	1	617	27	5	1	1	76	
13969	461	13	14	4	17	95	14	
13970	460	5	9	9	6	4	117	
13971	7	13	8	6	501	6	14	
13972	8	10	2	16	1	26	8	
13973	6	2	1	1	147	48	6	
13974	26	5	4	12	5	3	8	
13975	1	1	4	1	18	58	8	
13976	7	5	2	16	1	26	1	
13977	12	35	2	17	6	22	14	
13978	2	19	83	17	15	22	17	
13979	1	5	27	20	1	1	15	
13980	2	1	2	12	17	1	14	
13981	5	7	4	2	10	58	17	
13982	7	15	2	10	6	788	22	
13983	16	13	4	5	17	10	18	
13984	7	13	580	6	10	6	14	
13985	2	5	23	18	10	3	892	
13986	7	8	9	9	6	608	6	
13987	2	98	2	65	504	19	14	
13988	8	10	627	16	1	26	1	
13989	2	41	2	6	6	26	1	
13990	8	37	9	29	605	12	53	
13991	1	8	6	2	6	846	6	
13992	7	5	1	1	6	31	896	
13993	1	5	14	20	1	4	1	
13994	462	8	9	2	6	670	14	
13995	1	8	9	9	6	4	897	
13996	5	7	4	19	10	40	898	
13997	1	5	27	20	606	1	1	
13998	7	5	1	1	6	847	14	
13999	2	5	29	432	16	3	14	
14000	7	14	4	12	1	848	14	
14001	7	9	628	1	14	48	14	
14002	2	98	2	65	2	19	899	
14003	1	8	9	433	6	4	6	
14004	1	5	629	20	1	1	1	
14005	2	5	630	18	42	3	18	
14006	463	8	9	2	6	4	6	
14007	1	618	4	1	18	58	17	
14008	464	16	71	1	6	17	6	
14009	1	1	4	434	18	58	17	
14010	2	98	2	65	2	19	900	
14011	7	619	19	1	14	48	14	
14012	1	5	7	12	17	158	901	
14013	7	41	2	6	10	26	902	
14014	12	12	8	1	9	4	8	
14015	10	16	19	15	288	20	1	
14016	7	13	8	6	16	6	8	
14017	10	10	1	10	14	17	6	
14018	7	14	4	12	1	48	14	
14019	347	13	8	6	1	6	8	
14020	5	12	29	12	9	6	8	
14021	7	40	4	19	10	1	27	
14022	15	13	8	18	15	320	31	
14023	7	43	8	6	6	6	8	
14024	1	5	4	5	1	1	76	
14025	5	10	4	10	15	17	6	
14026	10	15	150	1	17	1	29	
14027	29	33	19	1	36	22	366	
14028	2	5	36	12	94	21	14	
14029	4	4	2	4	94	1	1	
14030	2	5	29	12	14	3	14	
14031	5	5	95	5	77	1	14	
14032	10	16	54	43	15	1	31	
14033	4	16	19	15	43	20	1	
14034	5	5	1	12	17	1	8	
14035	7	11	10	1	6	187	1	
14036	10	8	4	35	532	1	14	
14037	12	12	2	1	9	14	8	
14038	1	8	9	12	6	58	70	
14039	5	5	1	12	17	58	8	
14040	5	41	29	12	9	39	1	
14041	5	5	6	1	9	10	510	
14042	2	10	54	1	9	31	6	
14043	6	28	1	12	6	1	684	
14044	18	2	22	16	6	49	14	
14045	415	25	4	10	15	147	28	
14046	7	5	15	1	15	1	1	
14047	1	1	4	12	18	58	17	
14048	101	60	4	8	14	12	6	
14049	7	14	632	12	1	14	14	
14050	8	5	9	29	2	12	656	
14051	7	8	8	6	14	6	14	
14052	2	620	2	4	6	1	1	
14053	16	5	10	6	67	21	9	
14054	465	13	8	6	1	849	8	
14055	12	12	8	1	9	850	8	
14056	5	40	4	19	10	1	903	
14057	7	28	633	2	6	1	9	
14058	10	43	41	18	13	851	6	
14059	5	40	4	19	10	1	904	
14060	18	2	22	16	9	23	905	
14061	10	20	634	1	6	1	29	
14062	8	10	2	4	607	26	1	
14063	12	12	15	1	608	14	8	
14064	5	12	635	12	9	39	18	
14065	7	15	2	10	6	1	906	
14066	466	12	29	16	9	39	1	
14067	5	31	4	1	9	852	18	
14068	5	12	29	12	609	39	18	
14069	1	10	1	10	15	17	907	
14070	1	5	1	10	610	3	14	
14071	1	5	4	436	6	58	19	
14072	467	32	165	1	6	1	14	
14073	1	13	4	5	6	10	908	
14074	5	5	6	1	9	853	14	
14075	8	9	2	1	6	854	17	
14076	1	5	27	20	1	1	909	
14077	2	3	2	4	9	1	1	
14078	1	5	4	15	5	3	8	
14079	1	5	567	5	5	27	8	
14080	18	5	4	5	6	130	14	
14081	4	4	2	16	4	1	1	
14082	2	22	1	16	31	19	14	
14083	68	38	62	1	7	146	9	
14084	150	8	34	16	17	396	17	
14085	32	28	1	1	15	20	26	
14086	7	15	2	10	6	1	671	
14087	2	1	1	4	6	31	288	
14088	7	11	10	1	6	14	14	
14089	2	33	4	1	6	1	17	
14090	8	12	7	1	116	14	29	
14091	7	507	10	29	578	8	1	
14092	4	16	19	424	6	20	1	
14093	4	16	19	425	6	20	1	
14094	2	8	70	16	6	19	26	
14095	137	8	4	6	6	167	4	
14096	7	6	8	286	6	3	4	
14097	7	13	4	16	6	1	31	
14098	4	4	2	4	4	1	891	
14099	1	5	371	1	17	436	9	
14100	1	5	107	16	6	1	8	
14101	1	8	9	9	6	693	168	
14102	1	8	9	8	6	4	6	
14103	1	8	1	2	52	4	6	
14104	1	17	4	16	17	1	17	
14105	1	33	4	1	6	1	20	
14106	1	423	28	11	9	1	17	
14107	2	5	19	18	42	3	18	
14108	2	5	54	4	9	88	5	
14109	2	5	29	66	42	3	18	
14110	2	5	6	10	9	1	19	
14111	2	5	29	12	10	3	6	
14112	2	32	165	5	6	115	145	
14113	2	38	62	10	17	123	5	
14114	2	69	2	10	7	14	6	
14115	4	16	19	15	179	20	1	
14116	5	5	8	47	9	1	19	
14117	5	5	6	47	9	1	19	
14118	5	5	4	1	9	3	14	
14119	5	6	33	2	6	3	26	
14120	5	8	8	5	9	103	245	
14121	5	8	9	1	9	14	540	
14122	5	8	6	1	9	14	14	
14123	5	9	371	1	10	5	9	
14124	5	42	4	39	15	104	14	
14125	7	9	1	2	17	20	168	
14126	7	12	8	16	6	1	17	
14127	7	15	8	6	6	6	26	
14128	7	25	89	4	15	20	28	
14129	7	31	4	5	6	28	14	
14130	7	38	249	5	7	1	6	
14131	8	5	6	10	17	1	19	
14132	8	5	1	336	9	1	8	
14133	8	9	165	47	6	28	145	
14134	8	9	165	47	6	14	145	
14135	8	10	2	4	10	26	1	
14136	8	12	4	1	17	116	72	
14137	8	13	4	16	10	1	17	
14138	8	29	4	15	2	12	31	
14139	10	5	4	1	6	4	94	
14140	10	13	4	4	15	1	6	
14141	10	13	34	15	6	4	18	
14142	10	13	34	16	15	111	6	
14143	10	20	14	1	6	1	8	
14144	10	41	47	16	168	14	2	
14145	12	8	1	5	6	20	423	
14146	12	19	9	1	6	22	5	
14147	12	43	89	8	6	112	14	
14148	12	112	54	5	7	3	14	
14149	13	10	62	10	9	49	19	
14150	13	10	62	10	9	49	168	
14151	13	60	9	1	17	105	18	
14152	13	290	69	30	15	1	6	
14153	15	5	263	15	31	20	26	
14154	15	16	19	8	17	20	26	
14155	15	16	19	5	9	20	26	
14156	16	10	9	1	41	28	33	
14157	43	60	9	1	9	14	17	
14158	43	60	9	1	9	20	6	
14159	72	5	4	63	17	92	9	
14160	142	10	4	5	15	33	277	
14161	189	8	53	1	6	1	5	
14162	189	12	19	1	6	19	14	
14163	1	5	9	12	16	1	20	
14164	1	5	29	1	46	14	5	
14165	2	5	1	11	399	3	14	
14166	2	5	1	11	16	3	896	
14167	2	34	41	83	6	1	18	
14168	2	40	4	19	10	267	27	
14169	2	5	29	393	42	3	18	
14170	2	8	627	4	6	552	1	
14171	5	6	1	2	6	3	238	
14172	7	11	10	1	6	49	315	
14173	7	11	10	13	6	8	1	
14174	7	11	10	12	6	8	315	
14175	7	41	2	317	10	26	1	
14176	7	2	1	1	10	4	14	
14177	10	9	631	12	287	426	470	
14178	7	14	4	16	1	1	14	
14179	8	13	41	8	6	22	34	
14180	8	25	2	4	15	20	28	
14181	8	13	512	4	17	4	14	
14182	10	17	4	38	6	14	277	
14183	10	7	4	2	10	40	27	
14184	12	25	2	17	6	22	8	
14185	18	5	8	6	3	1	46	
14186	37	25	4	5	15	20	28	
14187	45	5	1	11	16	3	14	
14188	473	5	1	11	16	3	14	
14189	472	5	2	6	1	26	1	
14190	470	5	1	11	16	3	14	
14191	471	4	4	10	10	14	6	
14192	18	624	4	44	14	77	97	
14193	2	625	1	11	16	3	14	
14194	1	626	4	1	18	58	17	
14195	7	41	637	6	10	26	1	
14196	2	5	638	12	16	3	14	
14197	7	5	636	5	42	552	79	
14198	7	15	2	438	6	552	22	
14199	10	7	4	440	10	40	27	
14200	8	13	53	439	6	22	34	
14201	10	16	71	1	6	857	6	
14202	2	13	2	5	6	860	29	
14203	7	43	8	6	25	859	8	
14204	2	5	1	11	16	858	14	
14205	1	1	4	1	18	856	17	
14206	7	14	4	12	1	1	910	
14207	5	35	29	1	45	39	915	
14208	7	43	8	6	25	6	916	
14209	7	15	2	10	6	552	912	
14210	2	5	1	11	16	3	917	
14211	2	5	1	11	16	3	913	
14212	1	1	4	1	18	58	914	
14213	1	8	9	2	6	4	911	
14214	10	9	631	435	287	426	470	
14215	1	622	9	9	6	4	6	
14216	5	5	6	437	6	1	4	
14217	12	13	4	16	6	1	17	
14218	2	5	36	321	17	21	14	
14219	1	1	626	1	18	58	17	
14220	468	19	2	17	6	22	14	
14221	8	9	2	1	6	845	17	
14222	7	60	175	215	6	14	14	
14223	7	621	1	1	10	1	11	
14224	1	42	8	12	25	104	14	
14225	10	8	6	1	152	1	279	
14226	7	15	2	10	611	1	22	
14227	7	15	2	10	6	844	22	
14228	8	175	40	408	6	234	270	
14229	7	13	8	2	1	337	8	
14230	2	13	19	16	612	1	22	
14231	7	15	2	10	6	1	893	
14232	2	5	23	18	17	3	18	
14233	7	15	2	10	6	1	895	
14234	7	15	2	10	6	1	894	
14235	2	12	2	5	6	121	29	
14236	8	5	2	15	77	11	505	
14237	5	8	4	16	6	793	31	
14238	7	43	8	6	25	4	8	
14239	1	10	146	5	9	19	17	
14240	7	14	4	12	17	1	14	
14241	97	5	9	10	17	1	31	
14242	5	7	639	2	10	1	27	
14243	7	14	640	12	1	552	14	
14244	15	8	641	18	15	552	31	
14245	2	5	1	11	613	3	14	
14246	1	88	103	18	9	861	161	
14247	2	32	9	47	6	862	17	
14248	2	32	9	47	6	864	17	
14249	2	13	2	16	618	121	121	
14250	2	5	4	1	620	4	9	
14251	2	32	19	441	6	21	17	
14252	2	1	4	442	6	31	14	
14253	2	5	646	18	6	3	18	
14254	2	629	1	1	6	31	14	
14255	2	630	1	16	31	19	14	
14256	2	32	9	47	6	21	922	
14257	2	32	165	171	6	112	925	
14258	2	8	9	443	17	11	917	
14259	4	4	2	4	4	867	1	
14260	4	16	19	15	616	20	1	
14261	4	16	645	15	6	20	106	
14262	4	4	651	4	4	1	1	
14263	4	4	652	4	4	1	1	
14264	4	4	2	4	4	1	920	
14265	4	16	19	15	6	20	921	
14266	4	4	2	4	4	1	923	
14267	5	633	29	1	9	14	14	
14268	5	6	1	2	6	3	924	
14269	7	28	1	2	6	863	9	
14270	7	15	653	10	6	1	22	
14271	7	60	4	62	10	20	926	
14272	8	5	4	4	6	33	919	
14273	10	13	34	16	15	868	31	
14274	10	60	4	8	617	12	6	
14275	10	628	34	16	15	1	145	
14276	12	5	650	8	6	27	14	
14277	12	631	2	17	6	5	102	
14278	12	632	54	38	27	88	6	
14279	15	16	8	15	6	865	26	
14280	15	29	4	21	30	866	14	
14281	15	29	648	21	30	1	14	
14282	25	31	647	16	32	28	44	
14283	26	1	649	14	9	16	19	
14284	138	12	4	1	6	1	918	
14285	434	65	95	24	619	807	22	
14286	476	44	10	1	6	8	1	
14287	477	32	165	171	6	112	145	
14288	478	5	4	10	17	28	8	
14289	479	31	4	1	6	14	14	
14290	4	16	19	15	615	20	26	
14291	4	16	19	15	614	20	1	
14292	7	6	353	2	10	15	14	
14293	2	5	9	12	17	3	14	
14294	67	16	19	15	6	20	26	
14295	20	28	1	1	15	14	26	
14296	20	28	1	15	17	14	14	
14297	2	5	36	12	119	21	14	
14298	8	29	4	1	457	12	31	
14299	139	371	382	325	389	787	700	
14300	1	623	21	5	309	130	14	
14301	8	5	1	1	9	855	8	
14302	7	41	642	6	10	26	1	
14303	1	5	29	1	46	14	14	
14304	1	1	563	1	18	58	17	
14305	2	5	1	1	6	31	14	
14306	2	40	4	19	10	1	14	
14307	7	5	23	18	6	3	762	
14308	12	627	111	1	13	48	6	
14309	7	12	1	1	10	1	26	
14310	5	31	82	5	9	11	31	
14311	7	13	4	259	497	1	17	
14312	8	13	14	4	410	4	14	
14313	2	5	36	12	14	21	5	
14314	151	612	14	4	410	4	14	
14315	4	4	4	5	5	3	8	
14316	10	16	150	1	10	804	6	
14317	8	2	7	18	9	14	17	
14318	10	31	4	34	6	273	94	
14319	10	7	4	1	10	40	27	
14320	2	5	1	11	16	287	14	
14321	2	32	15	12	6	20	6	
14322	5	1	29	1	45	39	19	
14323	46	8	2	10	364	1	22	
14324	37	25	4	4	15	86	28	
14325	1	5	14	5	15	1	14	
14326	37	25	29	12	15	6	28	
14327	7	5	8	5	10	3	14	
14328	45	13	6	12	32	1	14	
14329	8	4	2	4	17	4	14	
14330	7	5	1	1	6	31	15	
14331	8	13	14	4	17	4	17	
14332	65	25	1	4	15	20	28	
14333	37	25	4	12	15	20	28	
14334	8	13	8	6	3	6	46	
14335	1	16	6	10	17	1	14	
14336	8	13	14	4	17	436	14	
14337	8	19	2	16	7	26	1	
14338	7	225	8	5	10	6	14	
14339	469	5	1	11	16	3	14	
14340	481	9	2	1	6	1	17	
14341	18	12	4	44	6	77	927	
14342	7	13	4	444	6	22	34	
14343	480	5	29	16	42	3	18	
14344	7	25	9	1	6	869	264	
14345	7	13	4	445	6	1	34	
14346	4	16	585	15	6	20	1	
14347	7	13	8	286	25	802	14	
14348	4	4	2	409	4	1	1	
14349	4	16	19	15	572	20	1	
14350	5	582	6	16	9	1	14	
14351	4	4	586	4	4	1	1	
14352	15	15	656	16	6	4	17	
14353	10	12	2	21	152	28	14	
14354	8	5	36	2	6	1	6	
14355	8	37	9	29	237	12	339	
14356	8	178	9	29	429	12	53	
14357	15	16	19	15	6	20	928	
14358	15	16	654	15	6	20	26	
14359	4	4	655	4	6	1	1	
14360	8	635	10	1	6	8	90	
14361	1	5	27	20	1	137	1	
14362	18	12	4	44	14	77	229	
14363	2	8	2	4	13	1	1	
14364	5	7	597	2	10	1	27	
14365	10	162	2	1	621	28	41	
14366	7	60	9	8	6	3	929	
14367	8	5	2	6	1	870	1	
14368	7	11	10	1	6	1	930	
14369	5	636	4	19	10	40	27	
14370	8	13	14	43	17	4	14	
14371	1	5	4	8	5	27	14	
14372	4	16	19	15	401	20	26	
14373	1	13	4	5	6	1	8	
14374	7	2	1	1	10	1	18	
14375	13	5	1	16	9	1	45	
14376	18	12	1	1	17	19	14	
14377	10	12	14	16	6	58	29	
14378	1	5	53	431	17	17	11	
14379	1	1	1	1	558	1	1	
14380	7	13	4	1	9	202	15	
14381	13	161	389	1	1	10	6	
14382	5	35	15	12	9	39	18	
14383	11	19	2	17	6	2	656	
14384	12	19	2	10	6	123	4	
14385	7	5	41	1	1	31	14	
14386	7	16	53	15	6	20	26	
14387	269	5	500	5	32	4	8	
14388	2	8	5	4	6	1	1	
14389	2	508	9	47	6	21	17	
14390	15	13	19	15	548	20	6	
14391	12	19	2	16	6	22	14	
14392	12	19	2	17	152	22	14	
14393	2	40	4	19	10	4	27	
14394	2	5	1	11	16	3	28	
14395	137	8	4	16	6	80	14	
14396	37	25	4	4	15	26	28	
14397	5	5	29	1	46	4	18	
14398	128	5	29	16	15	3	18	
14399	5	5	62	5	319	11	14	
14400	2	5	36	12	17	52	14	
14401	15	65	54	5	103	1	9	
14402	7	13	8	6	15	6	31	
14403	8	9	2	1	6	492	17	
14404	8	5	2	16	1	3	1	
14405	12	5	1	10	6	1	6	
14406	7	5	41	1	16	31	14	
14407	2	120	1	11	16	3	14	
14408	2	5	19	12	6	21	1	
14409	5	12	29	12	9	1	18	
14410	15	25	1	4	15	20	28	
14411	7	15	657	10	6	1	22	
14412	7	15	2	446	6	1	22	
14413	15	17	4	16	25	1	17	
14414	4	4	2	4	4	871	1	
14415	4	16	19	15	6	872	1	
14416	482	17	4	16	6	14	1	
14417	5	637	1	2	6	3	1	
14418	1	5	4	5	5	3	936	
14419	10	5	4	1	7	875	9	
14420	8	5	2	12	6	876	14	
14421	10	638	227	1	15	26	11	
14422	68	310	659	10	77	1	5	
14423	5	11	4	47	6	877	17	
14424	7	11	4	1	6	112	937	
14425	150	1	54	449	10	384	8	
14426	7	11	10	1	6	8	938	
14427	7	639	10	1	6	8	1	
14428	483	13	8	6	25	6	8	
14429	1	5	660	32	14	20	199	
14430	1	10	661	16	9	19	149	
14431	2	5	662	1	125	14	31	
14432	484	59	4	1	1	80	14	
14433	7	8	8	6	17	6	939	
14434	1	640	4	10	17	388	940	
14435	16	12	663	1	41	33	33	
14436	16	641	9	1	41	33	33	
14437	1	12	4	18	17	4	941	
14438	7	5	1	1	6	878	14	
14439	1	32	97	5	6	88	942	
14440	15	60	34	16	9	14	943	
14441	2	11	664	5	6	129	17	
14442	15	642	4	10	7	88	6	
14443	1	10	4	10	17	388	940	
14444	485	43	4	83	15	277	168	
14445	2	32	146	16	6	879	15	
14446	142	10	665	5	17	33	277	
14447	142	643	4	5	17	33	277	
14448	7	11	666	117	36	8	1	
14449	5	5	1	1	49	1	944	
14450	12	62	667	5	7	1	14	
14451	10	5	9	5	6	880	14	
14452	2	5	36	450	11	21	14	
14453	1	5	310	1	15	881	255	
14454	1	5	4	30	27	20	945	
14455	2	13	668	1	6	6	14	
14456	2	13	669	1	6	6	14	
14457	2	13	670	1	6	6	14	
14458	15	5	4	5	8	8	946	
14459	12	8	62	5	6	88	947	
14460	7	13	53	4	624	1	20	
14461	7	5	671	5	10	20	6	
14462	2	8	672	5	6	1	5	
14463	5	11	70	16	6	19	18	
14464	1	2	62	12	43	14	14	
14465	15	25	111	1	9	1	15	
14466	16	153	111	1	9	1	6	
14467	2	5	235	63	15	112	17	
14468	1	25	1	5	27	79	17	
14469	8	10	19	4	6	1	277	
14470	7	2	1	1	10	194	21	
14471	10	5	78	2	15	20	28	
14472	12	310	54	5	77	146	5	
14473	8	12	62	171	3	388	14	
14474	1	32	97	5	6	88	6	
14475	1	5	2	5	218	28	9	
14476	10	11	426	16	15	1	145	
14477	10	11	6	16	7	19	5	
14478	2	60	150	10	11	88	6	
14479	5	38	9	38	6	748	5	
14480	5	365	8	1	9	1	149	
14481	43	5	9	10	9	3	9	
14482	2	9	165	47	6	22	145	
14483	2	9	165	47	6	277	145	
14484	1	5	15	1	15	1	1	
14485	10	11	4	16	15	182	145	
14486	7	10	19	16	14	3	1	
14487	5	38	234	5	9	8	14	
14488	6	5	2	16	9	22	14	
14489	6	5	2	17	15	22	14	
14490	7	5	2	17	6	22	14	
14491	7	11	10	117	6	8	1	
14492	7	13	8	6	3	6	14	
14493	1	5	4	10	33	1	1	
14494	5	5	8	1	9	1	19	
14495	13	5	327	1	9	1	31	
14496	1	10	146	16	9	1	9	
14497	1	10	146	16	9	3	9	
14498	15	11	8	1	103	1	9	
14499	12	19	2	17	6	22	28	
14500	6	5	9	10	17	1	6	
14501	2	8	70	12	6	19	18	
14502	12	5	9	1	9	14	6	
14503	5	17	4	16	6	1	17	
14504	7	8	8	6	17	1	14	
14505	43	5	1	10	7	79	19	
14506	43	5	54	10	7	79	255	
14507	10	5	4	1	6	19	9	
14508	5	19	2	160	6	22	9	
14509	43	5	9	1	42	14	6	
14510	2	5	4	63	11	1	14	
14511	2	34	1	5	42	28	255	
14512	2	34	1	5	42	88	75	
14513	43	5	9	10	17	3	9	
14514	10	25	4	4	217	20	28	
14515	2	8	62	47	6	130	309	
14516	2	11	62	16	6	130	309	
14517	15	10	2	16	103	1	1	
14518	12	5	97	17	6	22	14	
14519	1	10	62	10	15	1	9	
14520	1	12	4	1	6	26	50	
14521	141	96	62	5	9	88	17	
14522	1	8	9	9	6	1	6	
14523	1	8	9	9	6	3	6	
14524	5	11	4	10	239	1	17	
14525	325	11	10	1	6	8	1	
14526	11	62	1	1	6	1	14	
14527	8	5	4	3	6	27	168	
14528	1	12	4	44	14	277	97	
14529	1	5	4	1	6	130	14	
14530	2	1	1	1	11	492	14	
14531	1	8	69	8	32	3	275	
14532	2	9	62	5	17	14	145	
14533	16	10	4	5	17	14	17	
14534	16	32	4	5	557	92	17	
14535	12	32	2	17	6	22	5	
14536	43	60	4	1	9	14	6	
14537	43	60	9	47	9	1	6	
14538	43	60	9	47	9	14	6	
14539	97	5	9	47	17	4	17	
14540	97	225	9	18	77	4	17	
14541	1	2	36	12	17	21	14	
14542	6	10	15	10	17	388	9	
14543	16	289	4	83	15	20	17	
14544	16	289	9	5	15	20	168	
14545	1	8	4	47	7	27	5	
14546	12	8	62	16	6	88	17	
14547	13	112	4	4	103	112	17	
14548	10	11	6	1	7	234	5	
14549	6	230	1	10	3	1	14	
14550	7	43	1	63	6	1	14	
14551	7	62	1	63	6	1	19	
14552	2	11	62	1	17	20	14	
14553	10	5	54	1	27	20	75	
14554	8	8	4	1	6	130	168	
14555	18	5	438	5	6	19	9	
14556	12	19	2	10	6	20	14	
14557	2	5	455	12	17	21	14	
14558	2	11	36	12	17	21	14	
14559	12	8	54	3	17	112	9	
14560	12	8	54	5	17	20	17	
14561	12	8	54	47	17	112	9	
14562	68	310	62	10	7	146	5	
14563	5	5	1	5	6	99	154	
14564	13	8	53	4	10	28	6	
14565	1	47	29	37	6	3	80	
14566	7	47	29	5	6	3	80	
14567	7	47	29	23	6	1	80	
14568	2	11	1	1	17	130	6	
14569	2	11	97	1	17	19	6	
14570	2	9	302	171	6	112	17	
14571	2	112	4	171	6	92	17	
14572	2	112	4	171	6	112	17	
14573	10	11	1	171	6	112	17	
14574	12	112	54	5	6	170	14	
14575	16	5	6	47	6	4	9	
14576	43	5	4	10	7	79	9	
14577	180	38	9	18	6	1	168	
14578	1	5	4	5	6	1	5	
14579	5	5	4	1	6	1	1	
14580	2	5	371	1	10	436	9	
14581	12	38	36	5	17	1	14	
14582	20	19	2	10	6	123	14	
14583	7	11	282	5	10	146	6	
14584	10	16	54	10	15	27	31	
14585	5	38	234	5	9	8	163	
14586	7	12	53	4	6	3	5	
14587	11	34	9	4	17	146	14	
14588	7	13	4	6	25	3	8	
