ST	aroC	dnaN	hemD	hisD	purE	sucA	thrA
6633	14	101	3	251	2	531	1109	
6634	84	142	49	346	35	16	1110	
6635	84	83	49	16	35	16	1110	
6636	11	140	25	16	40	338	4	
6637	92	947	58	361	1054	153	737	
6638	137	86	8	1331	441	967	313	
6639	1008	512	271	1332	2	394	102	
6640	173	160	10	4	2	427	153	
6641	39	178	10	196	174	103	565	
6642	39	10	47	251	448	968	303	
6643	1009	208	49	241	114	284	4	
6644	1010	15	736	251	2	969	1001	
6645	14	91	882	971	27	207	1102	
6646	13	426	391	1333	5	132	161	
6647	346	64	8	128	76	6	22	
6648	52	153	260	202	136	389	401	
6649	204	83	230	1334	161	195	63	
6650	111	948	25	241	33	195	186	
6651	353	288	883	275	1055	295	291	
6652	105	717	18	12	5	2	16	
6653	37	20	10	349	5	42	312	
6654	41	4	248	1335	5	132	12	
6655	130	64	25	125	84	90	101	
6656	1011	86	10	114	1056	475	530	
6657	1012	77	80	22	18	257	1111	
6658	204	11	25	141	114	23	283	
6659	101	97	25	86	76	19	101	
6660	50	945	10	638	448	283	1106	
6661	114	194	3	114	27	970	104	
6662	1013	64	884	221	1006	971	22	
6663	912	11	25	1336	33	284	4	
6664	13	565	25	141	114	972	4	
6665	912	208	25	141	114	284	4	
6666	242	221	81	272	275	549	76	
6668	110	97	350	1337	84	305	124	
6669	444	949	8	96	100	146	184	
6670	19	2	10	466	312	973	428	
6671	2	940	880	1338	1057	961	1104	
6672	75	14	18	124	1058	324	1	
6673	191	77	27	22	18	643	24	
6674	1014	12	49	625	184	320	41	
6675	127	64	25	94	84	90	192	
6676	1015	81	8	128	595	906	22	
6677	173	91	8	349	1059	42	565	
6678	1016	38	885	1339	236	216	209	
6679	758	175	296	13	114	314	63	
6680	711	101	250	638	39	7	855	
6681	1017	836	886	1340	8	9	918	
6682	41	37	23	1341	622	101	350	
6683	1018	175	79	1083	27	12	452	
6684	13	80	113	16	161	13	4	
6685	124	319	118	66	115	6	22	
6686	1019	3	10	111	138	222	322	
6687	1020	73	8	20	76	691	339	
6688	15	6	8	128	179	953	349	
6689	15	64	887	17	345	208	34	
6690	398	536	10	33	8	2	1	
6691	811	84	3	218	2	9	172	
6692	426	10	18	524	1060	518	869	
6693	43	47	49	11	41	15	3	
6694	1021	4	8	1066	27	9	1112	
6695	92	641	384	1176	95	116	33	
6696	13	63	17	42	40	974	4	
6697	166	950	10	243	2	881	1113	
6698	39	18	40	919	61	8	553	
6699	13	224	25	1342	1061	35	4	
6700	1022	169	209	149	1062	9	304	
6701	43	63	888	74	1063	71	513	
6702	559	340	108	122	27	437	22	
6703	108	4	8	1343	2	9	1114	
6704	45	413	8	88	513	7	1115	
6705	1023	107	10	1160	29	8	1116	
6706	1022	169	230	1344	1062	13	304	
6707	893	75	697	1345	1064	9	185	
6708	563	11	17	76	1065	13	186	
6709	62	35	8	1346	140	117	165	
6710	5	951	41	1347	38	14	96	
6711	1024	2	18	223	1066	2	1117	
6712	202	36	10	33	90	6	1118	
6713	440	175	79	43	1067	975	6	
6714	75	14	241	361	5	976	33	
6715	172	952	10	33	943	153	339	
6716	431	75	153	196	39	970	303	
6717	1025	953	3	425	1068	9	1119	
6718	48	198	96	402	1069	2	118	
6719	10	167	889	1348	1070	19	1120	
6720	221	954	206	253	274	273	1121	
6721	127	90	40	215	731	226	126	
6722	1026	115	8	129	64	9	172	
6723	70	4	67	163	494	108	22	
6724	59	955	56	1272	14	977	18	
6725	42	169	16	149	12	13	4	
6726	11	46	560	187	1071	389	3	
6727	39	169	54	194	12	35	22	
6728	795	118	40	128	39	53	4	
6729	311	4	890	183	157	978	323	
6730	10	14	41	12	76	14	1122	
6731	110	169	54	72	383	45	1123	
6732	10	14	43	58	76	198	12	
6733	18	956	15	12	6	14	42	
6734	10	436	43	126	76	124	39	
6735	157	83	25	72	12	35	4	
6736	33	26	30	180	21	145	28	
6737	11	169	38	16	311	35	82	
6738	110	190	54	187	1072	35	102	
6739	1027	133	891	33	122	6	41	
6740	1028	383	892	1349	1073	459	1124	
6741	893	503	48	183	410	45	183	
6742	110	503	25	577	28	107	349	
6743	37	64	21	236	681	979	102	
6744	15	957	658	987	876	747	828	
6745	585	64	40	608	1074	484	4	
6746	218	356	85	116	350	43	181	
6747	75	426	447	403	5	951	1062	
6748	337	310	218	159	1075	315	323	
6749	13	11	25	1350	12	71	4	
6750	25	236	27	291	277	24	91	
6751	395	287	218	168	54	294	615	
6752	588	958	163	1351	330	184	198	
6753	313	340	10	468	8	771	151	
6754	216	959	68	1352	859	314	64	
6755	75	2	283	46	30	201	217	
6756	19	960	10	115	1076	146	1125	
6757	1029	2	8	62	1077	9	34	
6758	7	191	447	96	5	3	95	
6759	102	175	19	1353	36	9	1126	
6760	5	961	447	1354	8	951	388	
6761	242	221	81	1355	314	246	1127	
6762	5	962	8	78	2	980	578	
6763	795	130	10	1283	109	9	1125	
6764	981	77	27	22	18	67	25	
6765	191	22	183	305	1078	981	25	
6766	95	77	893	291	85	85	91	
6767	815	683	708	46	453	132	164	
6768	136	963	133	33	39	282	41	
6769	127	90	289	934	122	100	4	
6770	11	169	214	16	311	35	82	
6771	13	127	48	1356	1079	107	4	
6772	1030	964	78	1357	134	2	1	
6773	84	179	665	49	213	343	165	
6774	1031	965	85	17	90	12	1128	
6775	280	252	27	53	55	67	49	
6776	242	221	163	81	400	246	76	
6777	86	176	27	22	331	24	25	
6778	83	83	25	13	161	322	4	
6779	127	287	40	94	192	199	148	
6780	337	90	218	168	476	315	95	
6781	45	84	40	129	1080	517	18	
6782	48	198	96	1358	27	2	118	
6783	50	966	8	1232	76	9	2	
6784	242	221	72	92	330	246	412	
6785	84	140	25	85	337	58	4	
6786	395	310	218	159	476	315	4	
6787	52	177	67	254	1081	9	23	
6788	10	75	321	403	1019	386	22	
6789	52	967	25	402	33	342	48	
6790	221	968	894	1359	85	982	1129	
6791	1032	81	40	183	36	547	309	
6792	468	80	119	164	12	15	3	
6793	11	11	895	577	1082	83	4	
6794	13	969	896	346	223	58	4	
6795	145	26	897	282	21	279	1130	
6796	1033	46	16	441	384	349	368	
6797	111	83	25	16	385	350	4	
6798	798	970	898	1360	40	45	102	
6799	13	224	71	42	9	314	63	
6800	2	14	9	1361	156	153	1	
6801	1034	11	38	16	161	83	1131	
6802	166	14	261	1362	25	983	1132	
6803	84	11	899	577	33	83	1133	
6804	299	693	206	343	1083	253	1134	
6805	654	273	40	33	449	226	566	
6806	75	4	8	526	39	611	1135	
6807	301	129	18	1363	1066	39	86	
6808	10	14	261	1364	25	65	1132	
6809	1035	73	43	1035	36	9	1136	
6810	1032	869	40	183	1084	547	309	
6811	14	188	15	17	191	192	34	
6812	338	971	18	1365	140	984	8	
6813	13	63	17	42	385	985	4	
6814	127	90	133	896	122	101	41	
6815	188	972	321	1366	1085	12	22	
6816	33	26	30	577	21	87	28	
6817	397	188	15	12	6	19	12	
6818	441	973	98	1367	124	20	22	
6819	25	232	197	22	18	91	24	
6820	1036	82	27	22	1086	85	169	
6821	1037	22	27	1368	777	237	231	
6822	1038	292	25	413	1087	986	4	
6823	1039	221	163	281	1024	262	198	
6824	138	133	40	1012	39	101	41	
6825	11	224	25	391	627	19	4	
6826	166	3	8	129	14	7	269	
6827	127	90	109	926	1088	132	4	
6828	35	81	36	278	184	301	126	
6829	14	883	8	163	95	8	1044	
6830	145	26	30	144	283	87	134	
6831	127	90	40	33	174	33	298	
6832	52	190	25	441	184	9	126	
6833	52	127	38	42	157	101	331	
6834	494	664	703	1369	2	449	126	
6835	993	364	30	331	252	267	229	
6836	124	382	689	162	115	19	16	
6837	299	974	206	309	1089	987	1121	
6838	255	233	900	331	252	267	393	
6839	138	111	141	94	84	199	4	
6840	138	331	133	33	76	226	1137	
6841	1040	224	17	1342	1090	988	186	
6842	110	410	49	577	1091	989	196	
6843	178	6	298	402	184	168	4	
6844	198	975	805	781	137	2	1128	
6845	1041	4	218	608	1092	53	566	
6846	302	976	18	1370	1093	187	1138	
6847	248	160	40	405	1082	990	4	
6848	83	224	78	16	1094	314	4	
6849	5	977	40	436	1095	892	739	
6850	220	978	324	81	78	232	290	
6851	1042	376	901	278	33	83	3	
6852	5	963	40	192	329	101	41	
6853	1040	224	17	1342	1090	991	186	
6854	417	107	79	280	138	58	1044	
6855	30	681	31	1371	22	29	30	
6856	417	75	8	222	36	7	1	
6857	1043	979	902	1372	1096	9	388	
6858	31	28	903	151	23	992	30	
6859	31	28	32	28	1097	29	81	
6860	311	301	904	608	157	484	309	
6861	127	117	40	33	329	339	95	
6862	127	90	40	94	122	226	327	
6863	242	221	324	92	78	993	290	
6864	203	133	109	94	36	100	95	
6865	30	28	31	49	22	29	29	
6866	95	245	27	682	55	67	490	
6867	1044	377	905	1373	248	994	235	
6868	172	3	128	970	1098	9	160	
6869	13	11	25	13	12	71	4	
6870	1045	222	18	1374	36	9	33	
6871	25	980	197	22	85	85	236	
6872	19	153	40	115	392	995	272	
6873	127	111	906	129	35	404	566	
6874	151	176	27	1375	18	24	25	
6875	13	981	25	16	161	71	4	
6876	2	4	15	1376	8	12	303	
6877	6	369	40	66	1099	996	1139	
6878	330	83	25	164	114	9	4	
6879	180	83	25	16	220	23	4	
6880	72	536	8	1377	1100	997	307	
6881	260	82	27	22	18	85	249	
6882	417	532	10	1182	448	8	48	
6883	145	26	30	1378	21	87	28	
6884	151	22	431	22	18	85	169	
6885	15	10	15	12	6	19	18	
6886	4	349	40	715	2	53	175	
6887	33	26	30	460	283	32	457	
6888	1046	748	102	1379	1101	149	175	
6889	11	83	25	16	114	16	504	
6890	30	28	31	151	22	29	81	
6891	65	78	907	82	20	998	60	
6892	46	67	15	12	1102	14	14	
6893	30	28	31	27	273	29	30	
6894	1047	90	40	644	122	101	4	
6895	352	169	78	417	368	333	272	
6896	33	26	30	460	21	87	28	
6897	33	26	30	282	1103	87	28	
6898	33	26	30	155	135	87	134	
6899	561	4	908	130	39	128	576	
6900	42	83	25	16	114	23	4	
6901	948	300	886	1380	5	153	1140	
6902	230	38	264	983	236	216	209	
6903	436	117	16	1299	482	226	4	
6904	231	501	245	431	342	340	209	
6905	151	22	27	1381	1104	999	1141	
6906	255	233	909	331	252	68	229	
6907	1048	28	31	57	22	29	81	
6908	151	82	27	258	1105	1000	25	
6909	1049	75	8	1382	1106	42	157	
6910	561	4	910	38	4	1001	8	
6911	561	982	3	394	4	128	1142	
6912	1041	4	911	159	1017	821	1143	
6913	1050	176	27	22	18	257	1111	
6914	230	38	252	408	342	340	209	
6915	1006	118	3	1383	1107	128	8	
6916	151	23	27	380	18	24	249	
6917	1051	983	30	144	283	87	134	
6918	13	11	25	102	1108	71	4	
6919	25	22	197	22	85	85	1144	
6920	231	501	228	1384	236	216	209	
6921	25	22	27	22	85	24	1144	
6922	1048	28	31	57	683	29	30	
6923	4	4	111	128	76	9	298	
6924	452	26	514	212	131	145	28	
6925	33	26	30	26	21	28	28	
6926	84	292	17	1385	1094	322	63	
6927	30	984	31	57	22	29	1145	
6928	75	38	15	197	325	12	8	
6929	282	528	29	174	20	617	60	
6930	29	26	30	345	21	87	28	
6931	1052	320	912	168	1109	484	323	
6932	229	77	849	22	18	85	222	
6933	71	11	279	1037	114	1002	4	
6934	18	2	108	581	193	19	12	
6935	25	22	27	22	18	1003	222	
6936	56	24	28	24	380	86	27	
6937	220	234	913	1386	92	204	1146	
6938	5	356	78	1387	1110	43	139	
6939	1053	301	218	608	1109	484	349	
6940	5	622	78	1387	321	9	503	
6941	429	169	16	384	1111	289	1147	
6942	150	73	259	195	95	188	322	
6943	486	245	27	449	1112	247	490	
6944	71	34	25	72	12	58	4	
6945	1054	348	25	1388	166	1004	109	
6946	148	86	697	195	140	359	386	
6947	178	63	111	1389	161	322	4	
6948	148	84	8	189	95	6	709	
6949	127	287	36	279	1113	79	41	
6950	673	642	10	129	90	885	48	
6951	216	107	25	120	114	23	23	
6952	1055	348	25	1388	166	58	4	
6953	130	97	25	125	1114	9	101	
6954	19	985	914	1390	5	1005	22	
6955	397	446	121	1391	411	9	406	
6956	179	986	8	106	39	1006	322	
6957	397	380	915	99	411	9	406	
6958	397	380	121	99	1115	9	406	
6959	127	4	466	1392	1047	101	126	
6960	5	2	3	7	1116	6	11	
6961	45	113	3	1066	39	687	151	
6962	22	63	25	164	184	23	4	
6963	62	53	54	60	5	53	1148	
6965	10	60	58	66	6	65	1150	
6967	302	987	18	252	163	6	320	
6968	13	12	17	16	13	16	682	
6969	1056	129	18	153	8	150	22	
6970	1057	176	27	22	1117	231	91	
6971	1058	128	96	119	116	119	118	
6972	10	7	605	9	5	9	2	
6973	16	43	45	43	36	39	1151	
6974	25	176	27	22	18	85	25	
6975	1059	206	38	16	311	35	527	
6976	147	762	21	88	8	19	217	
6977	56	24	29	24	579	26	131	
6978	14	308	133	33	100	101	95	
6979	202	31	8	37	2	161	33	
6980	985	988	25	1393	1118	1004	1153	
6981	356	989	93	919	530	9	172	
6982	323	961	8	374	334	9	234	
6983	173	293	916	639	115	12	293	
6986	1060	7	12	9	5	9	2	
6987	161	990	8	1394	153	561	1155	
6988	14	9	21	172	5	19	17	
6989	84	76	917	16	12	13	4	
6990	127	90	648	33	192	226	4	
6993	41	42	43	58	9	1007	2	
6994	11	41	55	1395	34	58	4	
6995	392	154	127	471	1119	369	402	
6996	127	90	707	1148	122	226	126	
6997	33	26	30	55	21	87	457	
6998	110	294	40	1360	184	35	3	
7000	42	40	17	41	33	36	1156	
7010	197	187	10	234	8	65	1158	
7011	136	111	479	33	582	1008	327	
7012	191	176	80	22	277	643	819	
7013	130	410	298	187	410	389	57	
7014	30	28	31	57	22	1009	30	
7015	14	308	133	33	329	101	95	
7016	13	80	113	49	10	1010	23	
7017	7	4	10	1280	438	9	452	
7018	15	36	10	12	36	20	14	
7019	41	2	3	7	5	1011	10	
7020	13	11	16	15	12	15	1159	
7022	1062	153	920	1397	12	45	368	
7023	110	11	90	436	1121	35	458	
7024	373	14	270	1398	391	451	22	
7025	339	107	8	1167	1122	186	105	
7026	285	173	30	322	141	145	28	
7027	161	1	56	316	520	886	142	
7028	452	26	921	144	131	145	134	
7029	37	59	18	139	6	905	85	
7030	72	90	271	1392	2	101	513	
7031	695	3	90	1399	418	173	671	
7032	10	7	12	1400	5	9	2	
7036	124	993	121	1401	1124	9	90	
7037	17	18	22	17	1123	21	19	
7038	5	2	381	7	6	6	11	
7039	13	994	17	16	13	16	4	
7040	22	995	25	21	10	23	23	
7041	31	28	32	28	1125	29	30	
7042	327	133	40	94	476	484	4	
7049	29	26	30	668	131	87	28	
7050	62	442	40	1224	88	906	13	
7051	127	90	40	171	122	284	327	
7052	84	742	153	78	392	34	607	
7057	22	11	25	21	10	1013	23	
7058	10	7	12	9	5	9	1161	
7060	41	37	23	125	1126	101	1	
7061	18	13	239	12	5	187	6	
7062	346	191	923	1403	39	90	185	
7063	173	4	924	1182	1127	35	273	
7068	5	75	54	4	76	1016	75	
7069	1063	188	122	172	193	132	217	
7070	11	10	25	13	10	1017	4	
7071	2	14	925	1404	1128	39	314	
7072	353	288	249	693	490	1018	385	
7073	39	107	8	106	646	298	1162	
7074	33	26	30	1405	229	87	28	
7076	11	63	25	346	33	23	1002	
7077	81	69	36	1406	68	12	17	
7078	11	169	25	16	33	35	1163	
7079	1064	26	30	26	21	87	28	
7081	17	18	22	17	1129	21	19	
7082	17	18	926	17	5	21	19	
7083	137	2	36	152	1130	7	6	
7085	101	572	25	163	84	19	22	
7086	1066	3	927	10	90	10	162	
7087	62	53	54	1407	5	53	54	
7093	16	2	45	43	1131	39	42	
7094	208	105	23	14	38	7	1164	
7095	5	13	224	196	163	9	575	
7096	1069	998	931	1408	1132	751	1165	
7099	13	127	48	113	114	60	4	
7103	117	122	18	1410	1134	12	426	
7105	323	178	8	1411	63	9	234	
7106	5	2	3	7	1135	6	11	
7107	1	1	2	1412	1	1	5	
7108	1071	26	30	26	21	87	28	
7109	884	193	730	1413	8	1021	413	
7110	132	30	216	917	126	1022	1168	
7111	13	11	49	402	13	45	349	
7118	110	90	40	128	2	101	41	
7119	197	4	8	115	132	46	553	
7120	146	111	8	33	139	149	401	
7121	14	73	43	14	38	221	947	
7122	11	11	17	72	161	58	4	
7123	2	4	935	43	481	2	425	
7124	36	31	57	14	26	34	1169	
7125	229	176	849	22	250	85	25	
7126	183	1000	12	9	5	9	2	
7127	14	81	40	564	39	226	41	
7128	13	12	936	16	13	16	4	
7129	9	9	6	7	9	1024	2	
7131	48	198	96	119	219	119	1170	
7134	347	394	8	496	426	9	102	
7135	10	14	937	31	25	20	33	
7136	2	2	9	1415	134	19	86	
7137	50	10	938	13	10	13	4	
7138	229	176	269	341	18	85	236	
7139	407	714	8	1002	456	1025	851	
7140	1074	153	135	1416	36	9	1123	
7141	1073	13	15	123	15	19	17	
7142	10	7	12	1417	5	9	2	
7143	60	12	17	16	1136	16	4	
7144	14	410	25	33	100	1027	4	
7145	14	112	43	123	118	115	1171	
7146	188	1004	121	14	176	183	1	
7148	1076	60	10	9	6	12	17	
7151	527	883	102	103	1137	146	374	
7152	1077	904	40	1420	438	1028	210	
7153	207	300	40	49	5	951	13	
7154	37	361	261	122	681	9	102	
7155	892	818	133	125	854	122	1172	
7156	25	77	27	1421	18	24	169	
7157	1078	16	20	18	8	12	18	
7158	22	104	25	21	12	107	4	
7159	6	14	10	124	8	10	14	
7160	147	13	15	123	15	1029	17	
7163	13	11	25	653	114	123	572	
7164	887	288	408	450	63	328	382	
7165	81	69	36	12	1138	12	17	
7166	2	21	21	66	2	183	12	
7167	2	14	943	14	2	19	8	
7168	10	7	12	9	5	9	1173	
7169	72	90	40	1422	39	226	95	
7170	11	10	25	1423	10	35	4	
7171	209	35	944	447	918	75	373	
7172	161	147	945	178	155	12	142	
7174	161	147	96	178	1139	12	142	
7210	161	147	946	178	155	12	142	
7212	161	147	947	178	774	12	142	
7213	161	1008	96	178	155	12	142	
7214	161	147	96	1424	155	12	142	
7215	161	147	96	1425	155	12	142	
7216	11	10	13	13	1140	13	4	
7217	161	163	96	178	1141	12	142	
7218	161	147	948	178	155	12	142	
7219	161	147	96	178	1142	12	142	
7220	161	163	96	178	1143	1030	142	
7251	145	26	30	1427	546	87	308	
7283	39	1009	8	1191	513	9	167	
7284	10	19	12	9	872	9	2	
7286	39	338	25	46	36	9	1179	
7287	313	445	3	507	350	388	333	
7288	43	47	49	49	1147	15	3	
7289	10	7	12	9	1148	9	2	
7290	10	1010	12	9	5	9	2	
7292	1080	101	955	1428	179	1031	38	
7293	948	1011	40	8	226	951	607	
7294	112	105	3	98	111	115	1180	
7296	133	120	104	135	24	135	1181	
7297	127	133	109	94	36	100	95	
7298	191	77	80	22	18	249	25	
7299	56	24	29	24	237	86	78	
7300	10	7	12	9	5	9	1182	
7310	145	286	30	212	131	87	1183	
7311	5	2	3	1429	6	6	11	
7312	589	31	956	725	116	162	142	
7313	1081	75	819	1430	1150	9	1184	
7314	111	293	68	365	324	9	293	
7315	16	1012	45	43	36	39	42	
7316	6	454	153	66	350	9	22	
7317	795	63	25	72	59	71	63	
7318	18	64	15	205	8	6	12	
7319	136	90	479	94	122	284	4	
7321	18	14	12	9	5	1032	21	
7322	136	133	111	33	84	226	41	
7323	6	442	850	43	323	931	19	
7324	202	435	90	196	39	437	446	
7325	41	42	43	12	1151	12	2	
7326	13	11	17	16	13	1033	4	
7327	247	246	166	320	270	251	255	
7329	5	2	3	7	6	6	1185	
7331	17	18	22	17	1153	21	19	
7332	161	548	8	620	153	561	90	
7335	1082	92	957	97	98	395	98	
7336	75	101	43	14	325	12	22	
7337	14	210	23	33	1154	19	102	
7338	303	133	141	903	122	226	863	
7339	75	14	15	124	2	439	8	
7342	188	38	18	62	11	208	1186	
7352	140	94	18	621	214	9	338	
7356	230	38	529	651	359	216	209	
7371	20	4	23	14	16	19	1187	
7378	128	119	958	27	22	129	30	
7379	124	162	959	983	140	9	1188	
7380	65	25	75	1431	1160	26	1189	
7381	18	436	46	12	193	14	12	
7382	88	26	30	1432	21	68	80	
7385	6	7	10	10	39	169	22	
7386	1085	723	8	10	39	10	14	
7387	18	7	128	9	39	9	832	
7394	92	125	78	128	138	9	1192	
7403	5	1014	3	7	6	6	11	
7404	948	1015	25	49	34	9	67	
7405	84	1015	40	1434	64	867	1193	
7406	13	169	209	104	41	23	4	
7407	84	565	78	391	33	19	186	
7410	111	1016	68	362	223	12	373	
7412	2	7	9	9	193	9	12	
7414	84	1017	38	16	12	13	4	
7420	6	356	85	932	833	19	115	
7422	22	11	25	21	10	1038	23	
7424	10	7	12	9	1167	9	2	
7425	294	28	539	151	416	29	30	
7426	127	90	40	33	122	143	95	
7427	5	460	3	7	60	6	507	
7428	10	1020	58	66	6	65	16	
7429	25	77	171	22	250	643	1194	
7430	1086	4	962	1440	1168	1039	1195	
7431	45	3	8	114	76	9	109	
7440	1087	2	3	6	5	5	10	
7441	5	2	3	7	6	6	1196	
7455	10	19	12	1442	5	9	2	
7466	10	1021	12	9	5	9	2	
7467	7	6	8	8	7	1042	13	
7472	11	10	13	32	10	1043	4	
7477	101	4	3	163	643	305	101	
7478	10	7	12	9	5	1044	2	
7482	401	383	864	1298	33	1045	409	
7484	5	2	3	7	8	6	11	
7488	144	14	98	12	6	198	1198	
7489	10	7	12	1454	5	9	2	
7491	1	1	1	1	1	1	1199	
7493	172	723	10	65	95	9	1200	
7498	10	7	12	9	1176	9	2	
7501	10	7	12	9	5	1047	2	
7502	10	7	12	588	5	9	2	
7505	16	16	26	18	36	12	18	
7506	127	90	40	128	2	226	95	
7508	280	385	27	53	55	1049	59	
7509	18	71	18	12	128	7	72	
7510	62	53	54	60	5	1050	54	
7522	17	18	22	119	5	21	19	
7524	294	28	472	151	22	29	30	
7525	75	38	8	110	325	12	8	
7527	33	26	969	144	21	87	28	
7528	22	11	970	21	10	23	23	
7529	1101	3	8	114	76	9	109	
7530	62	53	54	60	71	53	54	
7531	18	7	128	9	39	460	153	
7532	10	7	12	9	5	51	2	
7533	1056	7	12	9	5	9	2	
7535	10	7	12	9	1178	66	2	
7539	20	4	23	14	16	19	1202	
7540	138	41	109	279	2	284	41	
7541	373	123	270	1398	391	451	22	
7545	19	102	8	156	138	151	1197	
7546	18	14	12	9	112	18	21	
7547	10	7	12	9	112	161	2	
7551	10	7	12	9	1183	9	2	
7555	45	4	8	44	27	56	1203	
7556	2	7	9	9	1185	9	12	
7557	13	11	25	197	12	1052	4	
7558	13	11	25	197	1186	71	4	
7559	17	18	22	17	5	21	1204	
7560	312	448	219	424	1187	295	291	
7561	1102	37	8	222	165	881	194	
7565	33	173	30	322	141	145	28	
7566	126	8	97	128	39	9	553	
7567	75	67	10	17	15	9	1206	
7568	131	3	447	1469	8	9	36	
7569	1103	1027	590	701	39	1054	1207	
7570	17	123	85	573	391	1055	45	
7571	14	37	39	33	1188	19	37	
7572	376	389	397	492	521	1056	376	
7573	419	2	3	7	6	6	11	
7574	127	41	40	96	2	79	323	
7575	39	70	8	110	1189	188	1140	
7576	5	183	43	220	187	9	156	
7577	398	36	3	204	90	475	1208	
7578	2	15	21	138	5	19	12	
7579	127	90	40	350	122	895	513	
7580	177	37	40	701	115	283	22	
7581	1104	77	187	329	18	204	24	
7582	33	26	30	26	283	87	134	
7583	25	176	27	305	85	1057	1078	
7584	1105	1028	81	272	243	99	290	
7585	191	176	849	22	18	85	25	
7586	280	1029	80	53	55	184	49	
7587	405	232	971	22	18	85	25	
7588	1106	245	27	1470	278	67	59	
7589	10	7	12	9	5	1058	2	
7590	339	117	527	72	44	320	1209	
7592	88	26	972	212	21	87	80	
7593	25	77	27	22	18	371	1210	
7594	253	77	27	1471	277	85	236	
7602	92	125	78	1472	138	9	141	
7603	260	1030	27	68	55	184	49	
7604	1107	1031	973	1473	1190	1059	1211	
7605	242	221	72	1474	295	233	1212	
7606	46	430	18	1475	8	594	115	
7607	10	7	12	9	5	1060	2	
7608	10	7	12	9	1191	9	2	
7609	183	7	12	1476	5	9	2	
7610	5	2	974	7	6	6	11	
7611	71	65	67	1477	73	9	64	
7612	14	210	23	14	38	470	12	
7613	24	22	27	1478	18	24	24	
7614	88	26	969	55	21	87	80	
7616	30	615	31	150	22	674	30	
7617	10	7	12	9	5	9	1213	
7619	10	7	12	9	1193	9	2	
7626	285	26	976	144	21	87	134	
7627	70	112	447	1413	104	74	898	
7628	1110	28	31	151	22	29	30	
7629	5	1032	102	96	8	157	378	
7630	99	175	46	1483	111	180	1	
7631	20	4	23	1484	16	19	140	
7632	1	1	1	1	1194	1	5	
7633	7	1033	261	236	179	300	2	
7634	1111	2	3	7	6	6	11	
7635	126	1034	8	208	8	149	435	
7636	111	344	15	132	38	9	161	
7637	17	18	977	17	5	21	19	
7638	88	26	978	282	21	353	28	
7639	136	90	40	896	582	101	792	
7640	130	97	979	125	84	9	101	
7641	10	7	12	9	5	9	1214	
7642	397	356	85	98	38	1062	95	
7643	61	46	25	183	9	9	368	
7644	17	1035	22	17	5	21	19	
7645	1112	6	15	1049	446	90	105	
7646	5	2	3	1485	6	6	11	
7647	1113	24	29	24	20	86	78	
7648	892	203	133	125	134	122	95	
7649	2	15	46	12	5	19	2	
7650	452	26	30	147	131	145	134	
7651	117	382	980	14	93	10	102	
7654	84	76	25	197	167	71	354	
7655	42	80	113	526	10	107	23	
7656	1114	169	78	417	368	333	272	
7671	133	243	34	1486	266	137	1222	
7672	13	12	17	16	1197	16	4	
7673	10	7	21	1487	15	12	12	
7674	222	8	85	66	837	19	18	
7675	361	327	258	415	366	329	1223	
7676	10	35	78	510	39	182	97	
7677	302	1036	8	100	36	6	102	
7678	25	176	77	23	18	91	91	
7679	660	1037	46	1488	350	303	48	
7680	32	241	34	296	264	244	1224	
7681	346	4	350	94	438	53	1225	
7682	1115	90	111	96	372	101	4	
7683	5	2	3	7	6	1065	11	
7684	565	286	30	55	21	87	28	
7685	140	94	85	66	214	10	1226	
7686	132	30	103	134	126	135	1227	
7687	85	221	72	81	78	84	76	
7688	242	221	198	1489	995	1066	76	
7689	134	121	105	136	127	136	950	
7690	145	26	30	1490	21	87	134	
7691	13	208	981	719	33	16	4	
7692	6	7	10	10	1198	10	14	
7693	13	1038	16	15	12	15	4	
7694	346	572	8	86	84	22	124	
7695	438	357	271	1491	1199	109	8	
7696	221	1039	150	253	222	205	199	
7697	18	2	18	12	25	7	72	
7698	111	127	25	42	40	58	63	
7699	1116	1040	982	1492	896	9	732	
7700	32	241	983	300	264	244	1228	
7701	136	90	133	33	364	226	126	
7702	5	2	984	6	5	5	10	
7703	3	3	7	4	3	1067	7	
7704	84	11	16	42	40	1068	4	
7705	170	20	3	1493	165	9	33	
7707	346	4	25	125	84	6	1065	
7708	302	1036	8	100	109	6	102	
7709	10	19	985	9	5	9	2	
7710	133	243	34	977	126	245	1181	
7711	132	30	103	134	126	133	1229	
7712	17	18	22	1494	5	21	19	
7713	182	536	8	196	76	300	1230	
7714	1117	176	27	257	18	204	236	
7715	126	37	10	122	61	9	22	
7716	15	126	101	1495	8	19	18	
7717	140	105	85	93	1200	10	3	
7718	5	1041	3	7	6	6	11	
7719	216	142	25	16	1063	635	4	
7720	1118	28	31	151	22	29	30	
7721	453	431	986	552	471	39	82	
7729	17	18	988	17	5	21	19	
7731	14	1042	3	12	182	171	143	
7732	14	178	989	12	182	171	143	
7735	2	126	41	12	76	14	33	
7736	1122	536	79	234	2	153	322	
7737	346	4	8	125	1019	90	1234	
7738	111	109	17	149	161	1069	23	
7739	86	77	325	332	277	85	819	
7740	10	7	12	9	1201	9	2	
7741	83	76	25	13	161	23	63	
7742	815	3	8	1499	100	9	553	
