ST	POR	TBPB
11270	6563	4	
11271	6564	367	
11272	1448	1955	
11273	6565	4	
11274	6566	483	
11275	6567	156	
11276	6568	1355	
11277	6569	858	
11278	6570	1956	
11279	866	526	
11280	6571	156	
11281	6572	4	
11282	6573	186	
11283	6574	1336	
11284	1132	752	
11285	6575	1957	
11286	2869	1958	
11287	6576	1959	
11288	6577	1960	
11289	1053	1961	
11290	6578	119	
11291	6579	4	
11292	6580	1962	
11293	6581	119	
11294	6066	137	
11295	5990	1960	
11296	6597	241	
11297	6598	171	
11298	61	32	
11299	4169	135	
11300	2751	983	
11301	6599	1964	
11302	6600	4	
11303	5943	1965	
11304	6601	563	
11305	6602	743	
11306	6603	10	
11307	6604	29	
11308	6605	16	
11309	6606	29	
11310	6607	4	
11311	6608	5	
11312	6609	27	
11313	6610	29	
11314	4968	1655	
11315	6618	1967	
11316	6615	4	
11317	6614	1966	
11318	6611	126	
11319	6613	4	
11320	6619	18	
11321	6620	118	
11322	2237	29	
11323	5526	29	
11324	4	1189	
11325	1460	110	
11326	90	1458	
11327	6621	752	
11328	3337	29	
11329	6622	4	
11330	6623	1968	
11331	6624	129	
11332	6625	563	
11333	6626	110	
11334	6627	1189	
11335	6628	291	
11336	6629	1189	
11337	6630	1131	
11338	6631	4	
11339	6632	33	
11340	6633	29	
11341	384	29	
11342	5076	563	
11343	6635	16	
11344	6636	894	
11345	6637	98	
11346	6638	563	
11347	147	386	
11348	6639	1189	
11349	6640	29	
11350	6641	33	
11351	18	1057	
11352	6642	4	
11353	4988	1969	
11354	6643	110	
11355	6644	16	
11356	6645	29	
11357	6646	1100	
11358	6647	188	
11359	3623	487	
11360	252	1970	
11361	2514	455	
11362	6648	33	
11363	6649	328	
11364	851	1971	
11365	6305	21	
11366	6650	21	
11367	852	186	
11368	6651	1746	
11369	6345	1972	
11370	6652	137	
11371	6653	602	
11372	6654	186	
11373	6655	4	
11374	6656	10	
11375	785	33	
11376	6658	33	
11377	96	1973	
11378	6659	10	
11379	6660	137	
11380	6661	137	
11381	6662	10	
11382	6663	953	
11383	6664	75	
11384	6665	484	
11385	6666	4	
11386	6667	10	
11387	1824	1974	
11388	6668	10	
11389	2212	21	
11390	6657	156	
11391	6669	4	
11392	6671	29	
11393	6672	25	
11394	6673	75	
11395	6674	4	
11396	6675	137	
11397	6676	1975	
11398	6677	10	
11399	4532	1308	
11400	6678	752	
11401	6679	10	
11402	6680	10	
11403	6681	10	
11404	6682	507	
11405	812	1488	
11406	6683	35	
11407	6684	98	
11408	6685	29	
11409	6686	110	
11410	72	743	
11411	5026	86	
11412	4442	418	
11413	6082	1005	
11414	5943	39	
11415	3575	1746	
11416	6687	743	
11417	908	1976	
11418	6688	563	
11419	6689	29	
11420	6690	602	
11421	851	953	
11422	1142	24	
11423	6691	129	
11424	6692	121	
11425	6693	137	
11426	90	1977	
11427	6694	35	
11428	6695	1746	
11429	6696	110	
11430	6697	1746	
11431	6698	743	
11432	1763	1195	
11433	15	39	
11434	2461	19	
11435	398	10	
11436	5186	113	
11437	2522	113	
11438	4260	10	
11439	6705	10	
11440	6710	10	
11441	6718	10	
11442	6716	10	
11443	6712	10	
11444	6715	10	
11445	6701	110	
11446	6706	21	
11447	6707	276	
11448	6699	10	
11449	6702	10	
11450	6704	4	
11451	6700	29	
11452	6714	110	
11453	6708	10	
11454	6703	10	
11455	6717	110	
11456	6709	10	
11457	6713	241	
11458	6711	29	
11459	389	10	
11460	6719	39	
11461	6720	188	
11462	4263	1783	
11463	6721	137	
11464	6722	29	
11465	1808	1978	
11466	19	85	
11467	29	1576	
11468	6723	110	
11469	6724	563	
11470	6725	110	
11471	6726	1189	
11472	6727	27	
11473	19	1979	
11474	6728	10	
11475	6729	39	
11476	6730	39	
11477	6720	33	
11478	6731	4	
11479	2042	1897	
11480	1543	10	
11481	1546	241	
11482	252	156	
11483	2550	10	
11484	3687	21	
11485	3762	3	
11486	401	27	
11487	4217	27	
11488	6546	110	
11489	6619	241	
11490	6732	241	
11491	6733	350	
11492	1489	1980	
11493	6734	110	
11494	6735	110	
11495	6736	110	
11496	1785	1981	
11497	6737	110	
11498	6738	39	
11499	6739	953	
11500	6740	24	
11501	6741	10	
11502	6742	4	
11503	3304	1036	
11504	8	1057	
11505	30	1057	
11506	2206	743	
11507	4	743	
11508	2206	29	
11509	348	263	
11510	6743	1381	
11511	584	33	
11512	123	1562	
11513	328	156	
11514	1840	1749	
11515	6744	4	
11516	1602	579	
11517	242	24	
11518	6745	835	
11519	2303	58	
11520	6746	19	
11521	6747	1149	
11522	90	1982	
11523	147	1409	
11524	251	1983	
11525	6748	953	
11526	908	1984	
11527	6749	1820	
11528	2	1985	
11529	6750	1057	
11530	6751	16	
11531	6752	1057	
11532	6754	1057	
11533	6755	1057	
11534	6756	33	
11535	6759	3	
11536	6752	743	
11537	6753	29	
11538	6757	1057	
11539	6758	16	
11540	6752	27	
11541	6760	10	
11542	6761	16	
11543	6762	33	
11544	6763	1189	
11545	6764	334	
11546	6765	110	
11547	6766	10	
11548	6767	1587	
11549	6768	137	
11550	206	1917	
11551	1808	186	
11552	3283	110	
11553	6769	29	
11554	6770	1986	
11555	6771	24	
11556	5475	1987	
11557	14	181	
11558	1785	1180	
11559	214	21	
11560	124	1988	
11561	6772	10	
11562	3215	507	
11563	6773	39	
11564	6774	1189	
11565	3	1989	
11566	6775	29	
11567	6776	25	
11568	6777	1302	
11569	6778	4	
11570	2212	137	
11571	6779	1868	
11572	6780	4	
11573	6781	961	
11574	2872	996	
11575	6782	137	
11576	6783	189	
11577	6784	137	
11578	6785	110	
11579	6786	110	
11580	6787	29	
11581	6788	137	
11582	6789	825	
11583	6785	27	
11584	96	719	
11585	5592	455	
11586	6790	10	
11587	6208	186	
11588	6768	156	
11589	6791	75	
11590	6792	563	
11591	22	33	
11592	407	75	
11593	6793	1189	
11594	6794	470	
11595	6795	29	
11596	6796	29	
11597	6797	4	
11598	6798	1576	
11599	6799	1990	
11600	608	118	
11601	1489	39	
11602	407	98	
11603	997	10	
11604	2992	33	
11605	5747	4	
11606	6800	33	
11607	488	1623	
11608	6801	118	
11609	6802	29	
11610	301	367	
11611	6803	5	
11612	161	1189	
11613	982	1992	
11614	6804	110	
11615	3448	1993	
11616	6805	1991	
11617	6806	137	
11618	28	1994	
11619	6807	5	
11620	6808	21	
11621	1449	738	
11622	6809	4	
11623	6205	21	
11624	6810	602	
11625	3029	1995	
11626	6811	10	
11627	596	6	
11628	6812	563	
11629	6813	563	
11630	6814	110	
11631	6815	1996	
11632	6816	33	
11633	6817	4	
11634	6818	1178	
11635	147	1997	
11636	90	1330	
11637	4907	748	
11638	2680	21	
11639	147	1547	
11640	6819	110	
11641	6820	110	
11642	6821	110	
11643	6822	110	
11644	6823	33	
11645	6824	110	
11646	6281	10	
11647	6825	738	
11648	6826	110	
11649	6827	738	
11650	6828	738	
11651	1050	4	
11652	6830	507	
11653	6832	137	
11654	6833	825	
11655	65	91	
11656	6834	21	
11657	6835	1972	
11658	6836	33	
11659	6837	1998	
11660	6838	16	
11661	242	137	
11662	6839	1189	
11663	488	1999	
11664	6840	33	
11665	2078	6	
11666	6841	33	
11667	6842	1189	
11668	6843	29	
11669	6847	10	
11670	6848	29	
11671	6849	10	
11672	6850	10	
11673	6829	25	
11674	6851	39	
11675	90	2000	
11676	6852	563	
11677	6853	165	
11678	6844	4	
11679	6831	25	
11680	6845	16	
11681	6854	10	
11682	6855	4	
11683	6612	4	
11684	6856	4	
11685	6616	4	
11686	6857	110	
11687	6858	110	
11688	6859	110	
11689	6860	4	
11690	6861	110	
11691	3278	110	
11692	3031	563	
11693	6862	137	
11694	103	2001	
11695	6863	165	
11696	6864	186	
11697	6865	894	
11698	6866	27	
11699	6867	138	
11700	6868	1131	
11701	6869	1131	
11702	6870	1582	
11703	1582	1131	
11704	6871	2003	
11705	6872	2004	
11706	1183	1388	
11707	4864	563	
11708	1183	18	
11709	6873	137	
11710	206	2002	
11711	6875	156	
11712	6851	113	
11713	6876	563	
11714	6877	563	
11715	6878	623	
11716	6879	137	
11717	6880	15	
11718	35	2005	
11719	123	2006	
11720	6805	6	
11721	2622	33	
11722	6085	1388	
11723	908	241	
11724	908	188	
11725	3040	33	
11726	596	186	
11727	3031	39	
11728	147	2007	
11729	5942	1388	
11730	14	1582	
11731	4340	1582	
11732	6881	1133	
11733	4086	4	
11734	5879	33	
11735	6171	507	
11736	6471	1388	
11737	5458	1388	
11738	3336	110	
11739	3671	137	
11740	174	53	
11741	6884	1388	
11742	90	1388	
11743	880	1914	
11744	55	263	
11745	124	4	
11746	1615	18	
11747	5879	4	
11748	905	33	
11749	59	1582	
11750	6885	1388	
11751	6886	110	
11752	90	190	
11753	908	1388	
11754	6887	4	
11755	3957	110	
11756	2868	137	
11757	65	2008	
11758	4	1531	
11759	2899	507	
11760	1489	1189	
11761	6888	294	
11762	6889	186	
11763	6890	52	
11764	6891	110	
11765	6892	110	
11766	6893	29	
11767	6894	21	
11768	6895	137	
11769	6897	563	
11770	6898	33	
11771	6015	1093	
11772	488	119	
11773	6896	1381	
11774	14	2009	
11775	6899	39	
11776	6900	954	
11777	6901	29	
11778	6902	4	
11779	14	2010	
11780	28	86	
11781	6767	1857	
11782	2306	4	
11783	6903	563	
11784	6349	136	
11785	1135	1989	
11786	3201	29	
11787	6846	33	
11788	6904	953	
11789	6905	1385	
11790	2109	2011	
11791	6906	738	
11792	6907	110	
11793	6908	33	
11794	4160	21	
11795	6909	10	
11796	6882	2012	
11797	6883	2013	
11798	6910	137	
11799	6911	1746	
11800	6912	563	
11801	6913	33	
11802	6914	27	
11803	6915	563	
11804	6916	10	
11805	6917	10	
11806	6682	10	
11807	760	752	
11808	2708	894	
11809	6918	4	
11810	5698	894	
11811	3743	29	
11812	6919	241	
11813	5155	2014	
11814	4688	1459	
11815	6920	563	
11816	1577	33	
11817	161	1881	
11818	6921	28	
11819	161	1993	
11820	6922	241	
11821	543	95	
11822	5867	1459	
11823	6923	137	
11824	6924	1459	
11825	6925	1488	
11826	6925	1161	
11827	6927	2015	
11828	6928	563	
11829	5720	2016	
11830	6926	4	
11831	6930	110	
11832	6931	21	
11833	6932	10	
11834	6933	21	
11835	6934	21	
11836	6935	1998	
11837	6936	135	
11838	6937	25	
11839	6938	29	
11840	6939	110	
11841	6940	1189	
11842	563	894	
11843	6941	27	
11844	6942	29	
11845	3575	29	
11846	402	137	
11847	6943	241	
11848	6944	137	
11849	19	1388	
11850	1417	1353	
11851	5877	1180	
11852	6945	110	
11853	511	1388	
11854	5475	1388	
11855	6947	137	
11856	4	563	
11857	6948	825	
11858	2206	1057	
11859	6949	27


