ST	acsA	aroE	guaA	mutL	nuoD	ppsA	trpE	clonal_complex
5513	28	5	11	11	4	12	462	
5514	28	5	11	11	4	12	466	
5515	28	5	316	11	4	316	3	
5516	28	5	317	11	4	12	3	
5517	28	5	327	11	4	12	3	
5518	28	5	5	458	4	13	1	
5519	28	8	11	77	4	20	459	
5520	36	3	6	453	3	6	26	
5521	380	5	11	5	237	317	37	
5522	380	5	324	5	237	317	37	
5523	381	5	11	11	4	12	3	
5524	383	5	11	18	239	10	3	
5525	384	5	5	5	50	4	14	
5526	385	8	7	6	8	11	40	
5527	386	3	17	5	2	10	7	
5528	387	5	20	5	4	4	52	
5529	4	4	16	12	1	6	475	
5530	40	5	17	2	4	318	7	
5531	40	5	320	2	4	14	7	
5532	47	8	7	445	8	11	40	
5533	5	14	229	5	10	33	467	
5534	5	4	5	459	5	20	4	
5535	6	10	5	11	240	15	2	
5536	6	484	4	3	3	4	7	
5537	6	5	11	7	4	315	26	
5538	6	5	36	63	4	320	2	
5539	71	481	321	449	205	57	281	
5540	8	5	9	3	1	4	473	
5541	89	30	36	448	48	24	156	
5542	89	382	64	460	48	24	156	
5543	89	482	64	26	48	24	156	
5544	28	5	361	11	3	15	44	
5545	17	5	12	3	14	4	314	
5546	11	5	6	3	1	6	8	
5547	11	445	45	18	3	13	3	
5548	11	288	11	3	4	6	1	
5549	72	490	11	72	3	105	3	
5550	11	5	6	11	4	14	19	
5551	16	5	10	11	1	4	7	
5552	18	4	5	167	1	4	10	
5553	19	5	1	3	1	15	7	
5554	28	24	22	18	3	15	209	
5555	32	8	26	13	1	162	26	
5556	252	22	5	3	4	4	7	
5557	17	486	318	18	4	10	3	
5558	382	5	11	11	4	12	3	
5559	5	443	65	28	10	7	78	
5560	17	5	1	11	4	4	517	
5561	11	5	1	30	4	4	10	
5562	89	30	12	481	126	24	48	
5563	18	4	330	3	1	17	13	
5564	6	3	12	5	3	4	14	
5565	17	5	36	3	3	6	2	
5566	28	20	11	3	1	4	10	
5567	28	5	11	11	4	12	7	
5568	1	5	1	1	2	15	7	
5569	6	8	1	477	3	15	11	
5570	17	4	11	11	2	1	1	
5571	1	5	11	480	4	10	3	
5572	17	22	5	7	1	14	3	
5573	6	10	26	5	1	6	9	
5574	22	5	91	11	4	4	1	
5575	11	5	1	7	9	324	7	
5576	18	527	57	18	1	4	10	
5577	15	138	94	11	4	4	10	
5578	6	8	17	119	3	4	9	
5579	16	52	11	3	4	76	10	
5580	17	528	6	231	4	15	19	
5581	23	5	12	3	4	6	18	
5582	16	3	12	119	4	6	2	
5583	6	5	6	482	4	6	7	
5584	22	20	11	3	3	3	493	
5585	16	5	83	34	4	13	7	
5586	5	1	25	16	12	325	26	
5587	113	5	9	5	3	13	60	
5588	7	400	26	3	3	4	53	
5589	40	5	11	29	93	18	26	
5590	16	181	36	30	2	3	3	
5591	6	5	11	5	4	4	1	
5592	17	83	1	4	2	91	3	
5593	22	57	12	3	4	3	7	
5594	25	5	36	5	247	117	7	
5595	11	5	36	46	4	4	9	
5596	29	146	65	5	1	1	5	
5597	16	278	6	30	186	4	10	
5598	15	529	11	3	2	4	3	
5599	11	10	1	3	3	13	14	
5600	16	5	83	72	4	13	7	
5601	28	525	36	3	3	13	7	
5602	16	5	1	4	4	1	9	
5603	11	5	5	13	4	4	118	
5604	15	178	127	7	4	15	9	
5605	1	5	12	34	4	15	112	
5606	6	10	1	3	3	6	3	
5607	11	48	7	5	4	4	45	
5608	6	5	1	11	2	15	9	
5609	15	5	36	11	44	4	2	
5610	6	10	11	5	3	4	1	
5611	11	5	5	5	4	15	20	
5612	28	22	4	3	1	92	2	
5613	6	521	1	1	1	12	1	
5614	17	57	7	3	4	15	1	
5615	13	208	335	3	1	40	40	
5616	16	5	6	243	4	7	5	
5617	17	5	4	119	4	4	26	
5618	16	8	83	3	4	244	5	
5619	15	5	11	46	2	3	1	
5620	111	531	64	26	48	326	187	
5621	17	5	36	5	248	15	7	
5622	16	101	11	3	4	40	13	
5623	87	34	114	35	53	109	496	
5624	6	5	17	3	4	4	193	
5625	19	367	1	3	27	91	5	
5626	6	5	11	3	3	25	7	
5627	23	5	11	11	1	12	7	
5628	111	30	64	136	119	24	55	
5629	22	5	11	5	245	33	10	
5630	5	11	5	27	1	7	26	
5631	25	27	28	7	4	12	3	
5632	17	5	1	1	3	12	1	
5633	27	1	112	13	1	6	495	
5634	17	3	3	3	1	1	18	
5635	17	17	11	34	2	15	5	
5636	11	10	12	3	4	6	18	
5637	15	5	12	72	11	4	20	
5638	5	523	249	3	1	1	26	
5639	17	5	5	5	2	4	10	
5640	16	258	11	72	3	7	52	
5641	9	7	334	13	8	7	8	
5642	2	8	115	13	1	7	47	
5643	40	133	1	2	4	323	286	
5644	11	22	1	1	4	6	26	
5645	16	5	333	3	3	1	18	
5646	118	530	85	92	60	73	72	
5647	40	48	17	5	3	6	9	
5648	11	5	11	7	4	12	7	
5649	11	136	11	3	1	6	494	
5650	16	20	94	483	1	327	501	
5651	19	5	12	11	11	4	3	
5652	11	5	11	11	246	6	27	
5653	5	43	25	6	10	16	47	
5654	125	5	11	479	1	12	7	
5655	103	11	331	5	1	6	8	
5656	16	166	11	3	3	7	7	
5657	173	24	17	3	1	6	19	
5658	1	505	1	3	4	29	2	
5659	17	5	19	3	14	4	7	
5660	40	3	11	3	3	6	3	
5661	16	20	94	483	1	328	502	
5662	16	4	11	3	4	4	1	
5663	28	20	94	3	4	1	10	
5664	7	22	26	5	1	10	7	
5665	27	146	25	3	1	6	5	
5666	11	5	6	3	4	4	1	
5667	22	526	1	3	1	76	1	
5668	109	10	73	3	250	4	3	
5669	27	58	112	6	1	1	119	
5670	47	524	7	6	8	11	40	
5671	41	5	1	5	3	4	7	
5672	11	5	1	478	9	4	7	
5673	125	5	6	3	2	15	1	
5674	17	5	57	64	1	109	2	
5675	11	288	6	3	4	38	340	
5676	89	30	31	183	28	24	143	
5677	28	3	3	3	4	6	5	
5678	119	13	27	3	1	162	5	
5679	17	5	36	3	249	6	2	
5680	9	5	26	11	1	28	53	
5681	17	5	36	3	3	7	235	
5682	6	522	26	119	1	4	9	
5683	32	208	5	13	1	17	26	
5684	6	5	11	11	74	4	7	
5685	39	5	332	5	1	6	31	
5686	40	71	30	3	1	4	14	
5687	16	20	94	483	1	328	501	
5688	39	2	329	77	1	7	7	
5689	84	271	26	446	1	12	53	
5690	35	11	5	18	1	6	40	
5691	390	5	91	5	4	1	14	
5692	6	5	12	11	11	4	14	
5693	4	4	18	12	1	6	3	
5694	8	5	12	10	3	334	10	
5695	16	5	36	3	1	4	14	
5696	11	5	6	34	4	4	19	
5697	36	27	338	301	4	13	7	
5698	4	4	16	12	1	6	508	
5699	16	5	1	5	4	38	1	
5700	16	5	91	3	3	4	7	
5701	28	20	11	11	4	4	505	
5702	13	157	5	5	12	7	15	
5703	28	5	4	3	3	13	7	
5704	22	5	12	3	92	3	7	
5705	23	5	336	7	1	12	7	
5706	185	5	20	72	2	28	10	
5707	17	544	41	34	4	6	7	
5708	125	5	6	2	1	17	14	
5709	17	5	1	11	4	331	45	
5710	25	5	11	5	4	6	8	
5711	16	4	55	3	2	4	1	
5712	4	4	341	12	1	6	3	
5713	38	54	5	33	1	6	452	
5714	23	22	5	3	4	4	19	
5715	23	5	11	7	1	12	2	
5716	113	4	139	3	1	18	26	
5717	40	537	11	3	1	47	60	
5718	17	5	30	5	3	33	14	
5719	16	5	32	3	4	13	164	
5720	13	4	5	5	260	7	15	
5721	32	4	5	246	2	25	3	
5722	17	5	11	1	1	12	1	
5723	6	3	17	3	3	4	7	
5724	40	5	345	146	1	20	5	
5725	11	5	5	18	1	4	7	
5726	19	101	11	11	3	15	506	
5727	15	5	11	198	2	7	68	
5728	1	5	11	3	3	12	11	
5729	194	5	11	3	4	7	10	
5730	27	211	9	5	1	10	42	
5731	4	4	65	186	5	6	80	
5732	25	18	26	5	3	26	9	
5733	5	50	57	2	1	6	282	
5734	11	107	11	5	1	4	45	
5735	11	37	337	3	52	15	10	
5736	17	5	36	7	255	7	7	
5737	16	5	83	63	4	13	7	
5738	5	4	5	48	1	338	26	
5739	32	4	57	3	1	6	4	
5740	11	5	5	3	50	4	14	
5741	89	30	194	256	252	24	140	
5742	15	5	7	11	3	38	2	
5743	5	1	79	6	1	6	4	
5744	196	543	12	5	4	6	10	
5745	35	24	36	493	4	15	171	
5746	16	5	12	3	4	15	18	
5747	16	27	19	3	4	13	7	
5748	134	11	57	27	1	6	3	
5749	11	271	83	3	4	12	10	
5750	5	535	9	500	10	7	47	
5751	16	178	20	5	27	4	25	
5752	38	8	9	3	1	6	9	
5753	16	5	1	7	3	4	2	
5754	15	5	20	3	13	6	7	
5755	5	8	134	6	1	38	4	
5756	17	545	12	3	14	4	7	
5757	5	13	3	492	1	6	42	
5758	17	3	12	3	11	1	18	
5759	1	5	343	11	3	15	18	
5760	15	5	1	29	3	12	1	
5761	16	48	127	11	4	47	5	
5762	11	5	26	3	15	28	19	
5763	9	533	79	240	1	20	124	
5764	25	288	3	487	5	26	26	
5765	16	5	94	3	4	4	10	
5766	11	5	6	3	1	4	8	
5767	11	5	6	3	4	55	1	
5768	28	5	11	3	3	4	10	
5769	28	134	36	11	4	7	3	
5770	6	10	26	5	1	69	9	
5771	28	28	4	3	3	4	7	
5772	15	84	12	490	5	32	1	
5773	11	5	94	34	4	335	516	
5774	28	5	11	486	3	53	1	
5775	6	5	5	3	257	13	1	
5776	40	2	4	77	256	7	7	
5777	1	5	5	18	4	6	8	
5778	20	30	64	78	48	24	7	
5779	11	5	1	3	4	1	7	
5780	1	550	65	3	103	38	310	
5781	17	73	11	11	1	38	14	
5782	5	11	5	495	12	126	13	
5783	28	5	7	5	3	32	7	
5784	11	8	6	11	4	15	397	
5785	25	18	17	5	3	26	9	
5786	11	548	12	11	4	4	20	
5787	24	23	11	487	4	15	10	
5788	11	28	17	3	13	4	7	
5789	17	5	5	3	4	6	3	
5790	40	101	11	3	4	6	2	
5791	28	5	1	3	4	15	1	
5792	16	5	83	5	4	13	1	
5793	32	4	57	28	2	1	219	
5794	17	5	11	488	3	4	3	
5795	111	30	340	183	48	24	55	
5796	9	25	6	3	4	15	9	
5797	2	4	5	3	259	6	11	
5798	28	5	12	11	4	47	18	
5799	15	5	1	3	4	12	2	
5800	40	101	11	3	4	333	2	
5801	17	5	6	33	27	4	10	
5802	113	5	57	5	1	6	26	
5803	17	546	12	3	14	4	7	
5804	119	10	5	7	58	15	3	
5805	11	55	11	3	4	4	389	
5806	28	538	36	3	3	13	7	
5807	22	542	26	71	4	7	53	
5808	16	8	1	3	1	332	4	
5809	6	5	5	3	258	6	3	
5810	1	551	65	3	103	38	310	
5811	11	5	36	61	3	15	7	
5812	11	549	5	11	27	4	8	
5813	6	3	12	3	3	4	14	
5814	25	5	11	5	2	6	8	
5815	5	11	99	48	1	1	26	
5816	40	5	11	3	4	38	128	
5817	5	8	99	48	1	1	3	
5818	34	3	12	5	4	4	14	
5819	11	5	6	3	4	4	23	
5820	6	5	11	3	2	4	14	
5821	32	11	57	5	1	20	139	
5822	7	5	20	142	4	7	7	
5823	16	55	127	61	1	15	164	
5824	16	5	12	77	1	4	18	
5825	15	5	5	5	1	4	14	
5826	39	6	4	494	4	15	2	
5827	134	11	3	378	1	86	3	
5828	11	5	11	489	3	6	27	
5829	6	5	1	1	1	330	1	
5830	5	1	57	6	1	6	3	
5831	28	539	11	3	4	38	5	
5832	17	5	11	11	4	6	27	
5833	17	5	6	498	4	15	10	
5834	11	5	1	7	9	4	504	
5835	38	11	3	13	1	2	509	
5836	11	4	11	72	4	4	113	
5837	6	28	65	499	3	4	7	
5838	16	5	11	3	1	15	14	
5839	87	34	114	37	86	100	507	
5840	389	5	11	3	4	40	7	
5841	16	20	6	34	4	18	10	
5842	13	8	339	3	1	6	9	
5843	11	177	36	18	3	4	3	
5844	39	2	11	77	1	7	7	
5845	11	129	1	3	4	6	3	
5846	194	5	11	3	4	7	13	
5847	11	5	11	18	4	4	3	
5848	22	5	83	5	4	13	7	
5849	6	1	344	28	13	33	5	
5850	144	547	346	52	251	329	503	
5851	393	532	100	107	33	80	99	
5852	5	1	25	16	253	6	26	
5853	28	5	25	11	1	3	10	
5854	17	14	3	11	96	15	1	
5855	6	5	1	484	1	4	68	
5856	11	3	46	4	4	54	9	
5857	39	6	12	11	1	4	2	
5858	28	5	94	5	1	13	10	
5859	9	8	5	2	1	153	11	
5860	17	5	11	7	1	32	1	
5861	41	536	5	5	1	4	3	
5862	252	541	11	3	4	4	7	
5863	17	22	11	3	15	14	3	
5864	1	5	32	3	254	25	3	
5865	17	112	1	485	1	4	14	
5866	15	2	11	324	4	4	1	
5867	28	215	11	11	1	20	213	
5868	392	8	25	491	10	1	80	
5869	18	5	3	77	3	4	1	
5870	1	5	5	497	3	15	18	
5871	5	4	110	13	1	7	5	
5872	16	271	26	3	2	4	220	
5873	18	4	342	3	1	17	13	
5874	11	177	11	3	61	7	10	
5875	28	540	36	3	3	13	7	
5876	17	5	26	3	4	29	26	
5877	18	4	9	13	12	6	139	
5878	28	48	17	3	4	15	5	
5879	391	22	9	5	4	7	420	
5880	175	5	1	11	3	6	7	
5881	11	5	98	5	3	28	85	
5882	6	5	11	3	3	4	112	
5883	32	8	5	496	5	6	26	
5884	28	5	94	3	1	4	10	
5885	388	76	1	5	2	6	4	
5886	40	5	36	7	4	42	7	
5887	32	1	65	5	1	16	50	
5888	16	5	30	11	4	31	510	
5889	11	8	1	11	1	6	4	
5890	28	3	11	3	85	42	91	
5891	40	14	30	67	4	15	14	
5892	28	5	3	13	1	15	1	
5893	9	5	26	13	4	7	53	
5894	15	3	1	5	4	4	1	
5895	11	5	348	11	3	27	7	
5896	15	138	94	3	4	4	10	
5897	6	5	5	474	4	15	19	
5898	15	5	11	3	4	15	3	
5899	6	8	26	119	2	4	5	
5900	5	43	109	6	1	7	131	
5901	28	5	11	1	3	7	112	
5902	11	166	73	3	4	4	7	
5903	163	434	11	5	4	28	10	
5904	39	5	12	3	4	1	7	
5905	125	5	91	3	3	15	2	
5906	17	5	11	5	4	28	7	
5907	16	5	152	209	27	15	484	
5908	17	5	12	98	1	15	8	
5909	32	4	57	3	5	15	4	
5910	25	4	3	2	5	6	80	
5911	28	10	11	11	4	15	27	
5912	39	1	112	13	12	6	119	
5913	87	494	43	472	53	343	203	
5914	393	493	358	463	38	77	479	
5915	32	4	139	3	12	19	26	
5916	5	50	99	48	1	1	3	
5917	395	491	358	104	251	337	478	
5918	125	515	6	3	4	13	23	
5919	16	5	91	3	83	90	1	
5920	1	520	7	5	4	4	2	
5921	5	8	99	5	1	1	163	
5922	11	5	355	7	3	10	310	
5923	18	4	5	67	1	17	512	
5924	6	3	6	3	2	14	1	
5925	19	3	91	11	3	14	1	
5926	40	5	6	11	4	4	193	
5927	17	135	36	11	4	4	2	
5928	6	5	7	3	4	4	1	
5929	5	501	354	5	1	4	47	
5930	5	4	57	3	15	6	5	
5931	2	4	5	371	1	6	11	
5932	18	43	112	77	1	20	5	
5933	6	18	6	77	1	12	7	
5934	17	3	36	3	3	7	3	
5935	16	10	1	464	4	12	7	
5936	5	54	57	400	1	33	15	
5937	36	506	28	3	4	13	7	
5938	5	3	65	62	1	6	8	
5939	28	215	5	28	73	20	213	
5940	17	3	11	3	1	1	18	
5941	16	512	11	5	1	15	1	
5942	28	509	11	3	4	15	85	
5943	11	143	11	11	3	15	19	
5944	19	5	350	61	55	12	3	
5945	9	8	5	3	2	345	3	
5946	141	30	64	26	28	24	55	
5947	25	3	1	3	27	29	3	
5948	6	254	11	3	3	4	10	
5949	118	346	85	86	3	54	90	
5950	17	511	12	3	14	4	7	
5951	8	5	9	5	4	92	9	
5952	40	5	12	2	3	7	18	
5953	2	152	65	318	1	16	198	
5954	2	13	61	67	64	6	11	
5955	40	5	5	29	4	4	19	
5956	16	5	9	11	234	4	7	
5957	35	208	57	12	15	6	11	
5958	11	76	1	3	2	14	3	
5959	7	497	26	72	3	47	10	
5960	11	5	36	469	2	12	2	
5961	6	254	11	3	3	156	10	
5962	38	11	353	13	1	2	4	
5963	5	4	3	3	5	11	8	
5964	15	5	11	11	1	15	1	
5965	17	20	1	13	4	38	8	
5966	16	3	65	34	4	42	1	
5967	108	5	11	73	73	15	14	
5968	89	30	64	26	48	6	55	
5969	40	202	145	7	1	12	483	
5970	32	508	57	5	1	6	139	
5971	5	502	9	5	1	7	124	
5972	11	76	36	11	61	4	10	
5973	6	5	11	3	4	42	7	
5974	111	30	64	26	48	128	32	
5975	5	8	12	3	1	15	10	
5976	250	310	352	461	205	336	281	
5977	81	3	12	62	1	6	8	
5978	11	5	12	34	4	13	7	
5979	32	22	9	3	1	6	9	
5980	6	498	62	66	3	6	26	
5981	28	5	11	5	3	7	1	
5982	15	336	11	3	4	4	164	
5983	121	4	26	11	4	4	9	
5984	40	5	26	3	4	28	19	
5985	6	499	6	7	4	6	7	
5986	15	5	1	3	4	15	164	
5987	5	4	11	3	1	6	26	
5988	28	5	11	2	1	38	9	
5989	36	5	12	5	3	13	7	
5990	30	5	36	467	2	4	14	
5991	125	3	26	71	4	38	53	
5992	11	5	7	27	2	7	488	
5993	25	4	11	3	3	6	482	
5994	5	128	217	28	1	33	311	
5995	28	20	11	3	2	6	8	
5996	11	5	11	3	4	4	269	
5997	5	13	3	6	1	33	42	
5998	36	40	5	13	3	96	112	
5999	28	5	5	61	4	13	1	
6000	16	5	1	72	4	38	1	
6001	11	5	6	11	4	4	193	
6002	40	5	11	18	1	4	14	
6003	47	504	5	33	1	6	40	
6004	40	6	4	14	4	15	2	
6005	28	5	11	11	3	4	19	
6006	13	8	24	3	1	6	26	
6007	1	22	12	3	1	4	4	
6008	40	5	5	2	4	4	1	
6009	11	217	1	11	3	15	3	
6010	173	1	60	3	1	17	11	
6011	25	130	11	11	4	14	7	
6012	35	4	5	3	12	33	158	
6013	5	4	11	30	1	338	26	
6014	19	274	32	466	1	15	7	
6015	13	8	9	3	1	6	489	
6016	16	3	12	11	4	6	2	
6017	11	5	12	465	4	14	18	
6018	15	28	30	29	3	38	10	
6019	16	17	1	5	187	15	5	
6020	36	143	347	3	4	7	7	
6021	23	10	1	399	2	6	7	
6022	5	14	5	167	15	55	26	
6023	40	505	5	29	4	4	112	
6024	16	5	11	5	4	18	7	
6025	6	24	11	3	1	6	27	
6026	19	29	1	61	1	15	7	
6027	11	5	5	5	50	14	14	
6028	111	30	64	26	134	346	55	
6029	11	24	11	11	3	15	14	
6030	396	492	357	462	34	77	477	
6031	15	85	36	72	1	42	19	
6032	28	29	11	18	4	13	3	
6033	123	141	9	28	1	33	5	
6034	36	5	11	61	3	4	45	
6035	28	5	11	5	3	15	1	
6036	22	3	6	18	4	15	19	
6037	28	5	11	11	2	47	19	
6038	17	5	26	13	3	7	53	
6039	6	5	1	11	2	10	2	
6040	32	4	139	13	4	4	40	
6041	28	5	32	3	3	12	3	
6042	11	517	36	7	2	12	2	
6043	125	5	11	5	1	6	7	
6044	140	30	36	468	48	24	32	
6045	17	22	1	7	4	4	112	
6046	397	10	5	5	11	4	7	
6047	11	5	7	11	4	6	4	
6048	125	5	12	34	4	4	61	
6049	17	8	26	119	4	7	9	
6050	144	514	44	109	32	344	100	
6051	15	24	1	11	4	4	5	
6052	391	58	9	5	10	7	420	
6053	36	5	1	3	1	15	7	
6054	11	8	6	5	1	75	14	
6055	84	120	26	3	2	15	1	
6056	19	17	11	18	3	15	506	
6057	125	145	1	5	1	6	7	
6058	7	3	26	72	1	47	10	
6059	15	76	5	5	2	4	10	
6060	13	8	9	3	1	348	9	
6061	25	510	36	5	4	117	7	
6062	28	55	11	63	4	4	7	
6063	40	5	4	3	3	10	9	
6064	394	4	139	27	2	18	26	
6065	40	5	11	18	1	4	7	
6066	15	5	1	11	4	15	3	
6067	5	50	5	2	1	104	11	
6068	18	8	11	3	1	7	163	
6069	280	5	12	3	1	218	18	
6070	6	10	5	11	2	15	485	
6071	6	259	6	34	27	3	7	
6072	6	5	36	3	3	64	1	
6073	11	5	36	3	4	29	2	
6074	252	22	5	3	4	4	19	
6075	39	54	5	3	1	6	9	
6076	5	146	65	20	1	347	487	
6077	17	2	11	3	4	38	3	
6078	107	519	3	13	12	7	9	
6079	17	136	12	3	3	4	19	
6080	32	11	223	3	1	7	5	
6081	11	6	36	11	1	12	1	
6082	252	22	6	3	4	7	7	
6083	32	208	6	3	1	86	25	
6084	17	8	30	11	4	13	1	
6085	15	513	7	11	11	86	4	
6086	32	8	94	5	1	6	4	
6087	9	5	5	3	95	6	9	
6088	16	145	11	72	3	7	7	
6089	41	5	12	13	2	4	112	
6090	34	3	12	5	3	4	14	
6091	11	107	349	3	1	6	45	
6092	16	5	11	11	27	4	4	
6093	17	5	6	29	3	4	2	
6094	16	178	5	7	4	15	18	
6095	18	4	5	3	1	6	161	
6096	32	54	139	3	1	340	219	
6097	6	19	12	5	2	187	18	
6098	11	5	356	3	3	6	13	
6099	35	5	11	11	1	29	14	
6100	32	4	5	5	1	40	26	
6101	84	3	20	3	4	4	53	
6102	36	55	12	3	3	4	7	
6103	11	4	26	5	1	4	8	
6104	11	331	59	11	1	20	7	
6105	31	130	1	4	2	4	17	
6106	11	518	37	115	4	15	397	
6107	14	5	10	7	4	13	481	
6108	84	5	20	13	4	13	53	
6109	38	8	3	33	1	6	183	
6110	6	28	4	470	3	4	7	
6111	17	5	11	3	14	4	7	
6112	32	4	61	13	1	6	4	
6113	125	5	36	3	61	14	3	
6114	6	28	4	471	3	4	7	
6115	36	507	28	3	4	13	7	
6116	47	4	11	5	1	6	40	
6117	33	4	5	167	1	4	10	
6118	39	1	112	13	12	6	56	
6119	6	5	11	34	4	15	8	
6120	9	3	3	3	5	55	13	
6121	16	3	1	5	187	15	5	
6122	16	3	11	3	3	7	7	
6123	19	5	1	3	1	10	9	
6124	17	10	6	11	4	4	7	
6125	5	14	5	5	244	1	24	
6126	41	5	1	3	2	4	26	
6127	1	5	36	3	4	38	7	
6128	33	502	9	5	1	7	124	
6129	36	5	351	3	1	6	7	
6130	6	94	6	2	3	15	184	
6131	6	500	11	7	4	1	9	
6132	5	16	65	18	1	6	26	
6133	15	5	17	153	245	4	7	
6134	39	5	11	11	5	15	19	
6135	5	503	5	475	1	6	486	
6136	178	5	26	3	1	4	5	
6137	5	16	25	5	13	341	4	
6138	5	16	5	13	1	6	15	
6139	17	107	11	13	1	6	45	
6140	1	550	65	401	103	38	310	
6141	16	5	36	3	27	4	14	
6142	87	495	43	473	53	191	126	
6143	22	5	5	476	1	4	10	
6144	111	203	64	26	126	24	143	
6145	11	5	1	7	9	4	480	
6146	16	5	12	5	1	4	61	
6147	17	5	26	3	3	4	26	
6148	125	516	6	3	4	13	23	
6149	11	5	7	27	2	105	33	
6150	16	22	1	5	243	25	7	
6151	41	5	11	7	3	38	7	
6152	11	14	36	13	1	15	1	
6153	11	5	94	5	1	13	1	
6154	15	5	3	11	1	6	3	
6155	17	10	11	5	1	12	3	
6156	39	11	7	72	1	15	1	
6157	40	5	36	153	3	342	19	
6158	87	496	114	123	53	339	288	
6159	16	5	30	13	4	20	1	
6160	17	17	11	34	1	15	5	
6161	17	182	1	3	4	4	7	
6162	39	5	1	11	4	12	2	
6163	25	5	7	5	4	117	3	
6164	6	5	5	11	4	4	7	
6165	17	136	19	72	2	187	18	
6166	6	358	225	11	1	20	293	
6167	40	22	4	3	1	92	2	
6168	17	5	11	5	1	15	1	
6169	11	8	36	3	27	4	14	
6170	7	288	26	5	3	10	18	
6171	148	5	1	3	4	124	181	
6172	5	431	26	3	1	20	213	
6173	23	22	5	3	1	14	3	
6174	23	288	36	487	4	3	188	
6175	19	28	11	5	3	38	3	
6176	16	5	11	31	1	4	27	
6177	1	5	1	11	4	15	7	
6178	252	22	11	3	4	42	7	
6179	41	4	73	3	1	12	285	
6180	28	48	94	5	1	13	10	
6181	15	24	36	11	4	15	14	
6182	398	1	97	99	24	20	522	
6183	15	5	6	3	4	6	7	
6184	38	11	3	13	184	2	4	
6185	40	299	11	5	2	38	37	
6186	36	5	1	398	4	4	1	
6187	374	22	5	3	3	14	19	
6188	15	5	1	3	2	111	7	
6189	18	4	5	238	12	6	139	
6190	11	5	6	13	4	4	26	
6191	18	1	11	3	1	86	3	
6192	140	30	31	26	28	24	32	
6193	40	5	36	61	3	6	7	
6194	16	5	5	3	4	13	164	
6195	28	5	1	5	1	4	10	
6196	68	106	311	92	60	73	195	
6197	15	217	26	3	2	4	10	
6198	6	5	11	3	4	40	7	
6199	40	5	11	145	4	15	3	
6200	17	5	1	3	4	15	19	
6201	17	57	7	3	10	15	1	
6202	19	22	4	3	1	92	2	
6203	119	5	6	7	4	6	7	
6204	17	185	30	11	3	15	1	
6205	17	4	11	7	74	4	19	
6206	245	5	11	3	4	4	7	
6207	28	20	1	21	3	53	7	
6208	17	3	6	3	4	6	19	
6209	6	5	11	3	4	169	1	
6210	11	8	36	72	2	4	171	
6211	17	5	12	504	14	4	7	
6212	39	5	20	3	1	6	7	
6213	267	5	1	1	1	12	1	
6214	11	5	11	3	12	4	3	
6215	196	5	12	5	4	6	10	
6216	6	40	5	13	29	3	112	
6217	11	6	1	3	4	76	7	
6218	17	55	12	3	1	1	3	
6219	182	5	215	13	2	64	10	
6220	11	5	1	135	9	4	7	
6221	6	5	122	3	4	6	7	
6222	6	143	1	5	15	18	3	
6223	5	211	65	13	1	7	133	
6224	6	5	6	11	3	4	10	
6225	17	4	19	3	245	38	1	
6226	6	6	19	11	4	15	9	
6227	4	4	16	12	167	6	3	
6228	11	5	5	72	4	55	14	
6229	18	5	3	77	3	351	1	
6230	17	4	3	72	1	12	19	
6231	40	5	11	77	27	13	3	
6232	39	37	11	3	3	15	27	
6233	5	1	5	6	1	33	42	
6234	17	5	12	3	1	1	3	
6235	11	5	6	3	3	7	47	
6236	5	159	26	31	1	33	40	
6237	15	5	4	11	3	309	19	
6238	89	30	64	526	135	59	156	
6239	11	5	11	527	3	6	27	
6240	36	27	28	145	4	13	7	
6241	16	5	11	3	27	4	10	
6242	39	4	1	276	4	12	2	
6243	418	5	57	13	1	40	3	
6244	267	5	1	1	1	12	300	
6245	64	5	11	5	2	225	19	
6246	8	5	9	3	1	225	9	
6247	11	10	94	356	1	12	26	
6248	15	5	11	11	3	10	2	
6249	40	5	36	292	4	42	7	
6250	22	5	83	2	27	13	7	
6251	4	4	16	12	1	235	3	
6252	105	5	30	3	4	64	1	
6253	40	5	77	3	73	20	7	
6254	11	5	11	11	3	4	7	
6255	5	4	5	5	5	224	8	
6256	103	11	61	5	1	13	8	
6257	17	5	12	11	68	4	18	
6258	15	5	20	3	13	12	7	
6259	17	5	30	11	4	31	41	
6260	92	5	3	29	3	4	171	
6261	17	5	1	3	209	6	10	
6262	5	4	365	5	5	7	8	
6263	36	298	5	3	1	15	7	
6264	36	10	11	3	4	38	14	
6265	18	11	5	33	1	162	13	
6266	198	2	6	3	4	38	3	
6267	23	143	1	340	3	15	7	
6268	16	5	36	5	50	4	7	
6269	5	8	57	62	1	1	26	
6270	17	5	26	13	1	4	10	
6271	18	4	13	3	1	6	13	
6272	17	5	12	3	14	4	10	
6273	40	5	11	63	4	4	37	
6274	40	5	150	5	4	4	61	
6275	6	5	58	3	3	38	61	
6276	6	5	5	11	4	15	10	
6277	11	5	11	7	3	6	27	
6278	1	3	11	5	4	29	2	
6279	17	5	36	3	3	15	3	
6280	11	20	1	65	4	225	10	
6281	11	10	11	7	4	38	14	
6282	5	5	61	13	1	6	54	
6283	39	5	9	11	27	5	55	
6284	27	8	5	3	1	6	64	
6285	5	8	60	10	1	17	8	
6286	16	10	36	3	4	4	7	
6287	28	48	78	3	7	15	174	
